plant_id,contour_id,plate,substrate,plate_replicate,date,image_name,area_mm2,convex_hull_area_mm2,solidity,perimeter_mm,width_mm,height_mm,longest_path_mm,ellipse_major_axis_mm,ellipse_minor_axis_mm,ellipse_eccentricity,convex_hull_vertices,area_px,day
P4-A12,plant22,P4,A12,,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,6.90386565,9.92257596,0.695773525,23.117920714373653,5.120429100000001,3.4862496000000003,38.7845268,5.8152956200403905,1.9945523970289063,0.939341306,32,5235,6
P4-A17,plant29,P4,A17,,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,3.29169984,13.032282780000001,0.252580449,30.197736010042355,3.0141533000000003,8.3161579,57.6320637,7.650116933628831,3.6459186223871702,0.879129272,24,2496,6
P4-JSC1A-1,plant9,P4,JSC1A,1.0,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,16.287056500000002,24.627743855000002,0.661329621,35.60292282714369,5.4109499,6.064621700000001,48.335398100000006,5.8040613005442205,4.872850175816491,0.543268981,32,12350,6
P4-JSC1A-2,plant18,P4,JSC1A,2.0,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,26.08962257,44.71093737,0.583517683,46.8453781440586,8.4251032,8.5340485,59.4841338,7.296970097270051,7.064980355796591,0.250148865,35,19783,6
P4-JSC1A-3,plant25,P4,JSC1A,3.0,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,20.82501289,33.92059759,0.613934139,41.727529885585405,8.352473,5.883046200000001,59.702024400000006,7.429654087886201,5.33788360285863,0.695571846,32,15791,6
P4-JSC1A-4,plant34,P4,JSC1A,4.0,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,23.95054519,38.524493480000004,0.621696563,43.7399025721017,7.7351163000000005,8.134582400000001,56.8694466,6.9409733971236705,6.522198278827401,0.342092654,34,18161,6
P1-A11,plant13,P1,A11,,2021-05-10,GLDS-476_image-analysis_210510-P1.tiff,0.14252544,0.13262784,1.074626866,1.5059830160641061,0.4722562,0.39960140000000005,2.8335372000000003,0.43921722200059404,0.36736728315641803,0.548098707,13,108,8
P1-A12,plant22,P1,A12,,2021-05-10,GLDS-476_image-analysis_210510-P1.tiff,1.65487872,2.8736032,0.575889782,11.388648349753241,1.3804412000000001,2.724555,19.217194600000003,2.613275176229568,1.3328575222513661,0.86015462,20,1254,8
P1-A12,plant22,P1,A12,,2021-05-10,GLDS-476_image-analysis_210510-P3.tiff,0.94305341,1.843850515,0.511458712,9.627092935448939,1.6848005999999998,1.5382961999999998,11.830230299999998,1.7234294103866068,1.417531952089848,0.56875566,15,703,8
P1-JSC1A-1,plant9,P1,JSC1A,1.0,2021-05-10,GLDS-476_image-analysis_210510-P1.tiff,41.059203839999995,68.4155104,0.600144669,58.75800941980701,10.7892378,9.154504800000002,78.10391,10.077179517502781,7.908730961024101,0.619728944,38,31113,8
P1-JSC1A-2,plant18,P1,JSC1A,2.0,2021-05-10,GLDS-476_image-analysis_210510-P1.tiff,35.688106239999996,56.83993728,0.627870261,55.09001142580821,8.6459212,9.2271596,71.34701360000001,9.4984776527786,6.89467234386772,0.68783054,42,27043,8
P1-JSC1A-2,plant18,P1,JSC1A,2.0,2021-05-10,GLDS-476_image-analysis_210510-P3.tiff,35.17736781,59.56931682,0.590528307,54.305692370722795,9.193151099999998,9.119898899999999,74.60736569999999,8.763170545746119,7.894271983930289,0.434137635,33,26223,8
P1-JSC1A-3,plant25,P1,JSC1A,3.0,2021-05-10,GLDS-476_image-analysis_210510-P1.tiff,43.91631104,74.89645888,0.586360313,61.3544409131456,9.554106200000001,12.314988600000001,85.15142560000001,10.83570024308258,7.78876783806526,0.69521057,42,33278,8
P1-JSC1A-3,plant25,P1,JSC1A,3.0,2021-05-10,GLDS-476_image-analysis_210510-P3.tiff,33.7245558,55.47246744,0.607951248,54.390881053338894,9.303029399999998,8.900142299999999,69.91922489999999,9.077989243342738,7.096372263576328,0.623639718,35,25140,8
P1-JSC1A-4,plant34,P1,JSC1A,4.0,2021-05-10,GLDS-476_image-analysis_210510-P1.tiff,40.57884032,65.5485056,0.619065835,52.982136382159204,9.7357432,11.043529600000001,74.54382480000001,10.531801939817539,7.954750507711361,0.655370402,40,30749,8
P1-JSC1A-4,plant34,P1,JSC1A,4.0,2021-05-10,GLDS-476_image-analysis_210510-P3.tiff,20.23741642,31.337409935,0.645790972,39.927176184222596,8.021115899999998,5.786923799999999,55.85480249999999,7.251417873758939,4.816551225354539,0.74753538,31,15086,8
P2-A11,plant13,P2,A11,,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,2.5261038,4.946063175,0.510730193,21.140927889400412,1.826985,3.6174303,24.2623608,3.400359024060216,1.5835818178658971,0.884937301,20,1892,8
P2-A12,plant22,P2,A12,,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,6.91207155,10.3367313,0.668690261,28.959728547185698,4.7867007,3.1058745,33.3972858,4.46457806499273,2.518689337938021,0.825672682,24,5177,8
P2-A17,plant29,P2,A17,,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,16.120601100000002,26.137563975,0.616759891,36.18636390724896,5.6271138,7.4175591,51.7767549,6.43038839105037,4.63185273741618,0.693655575,28,12074,8
P2-JSC1A-1,plant9,P2,JSC1A,1.0,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,36.29071215,62.57714535,0.579935565,55.9299711327846,10.048417500000001,10.0849572,71.1062562,8.879091903129181,8.29344251452392,0.357163848,40,27181,8
P2-JSC1A-2,plant18,P2,JSC1A,2.0,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,29.50547985,46.590726825,0.633290825,47.2665744088005,7.8925752000000005,9.4272426,66.136857,8.234531617053,6.51637734013977,0.611366403,39,22099,8
P2-JSC1A-3,plant25,P2,JSC1A,3.0,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,33.4748808,54.449419725,0.614788568,54.0882964060509,8.1483531,8.1848928,65.406063,8.10903567758379,7.753686872191621,0.292783827,37,25072,8
P2-JSC1A-4,plant34,P2,JSC1A,4.0,2021-05-10,GLDS-476_image-analysis_210510-P2.tiff,40.23474525,67.05657360000001,0.600011946,57.8743656064437,8.9522265,11.9119422,79.5469269,10.42069914584535,7.3249085251242,0.711269802,41,30135,8
P3-JSC1A-1,plant9,P3,JSC1A,1.0,2021-05-10,GLDS-476_image-analysis_210510-P3.tiff,71.06169031,111.30981472,0.638413517,78.94866506110708,15.053327099999997,10.328560199999998,103.13909759999999,14.566097585400058,8.937314974952908,0.789640627,38,52973,8
P4-A11,plant13,P4,A11,,2021-05-10,GLDS-476_image-analysis_210510-P4.tiff,0.324216,0.33029505,0.981595092,2.5060602101723854,0.6983355,0.8453535000000001,5.733702,0.7926171914584501,0.5479073781626851,0.722602724,12,240,8
P4-A12,plant22,P4,A12,,2021-05-10,GLDS-476_image-analysis_210510-P4.tiff,12.3688404,17.70421995,0.698637976,27.423972160519504,5.5499295,5.366157,44.8772445,6.32526291723705,3.12582003508665,0.869359463,27,9156,8
P4-JSC1A-1,plant9,P4,JSC1A,1.0,2021-05-10,GLDS-476_image-analysis_210510-P4.tiff,32.0595588,53.36933085,0.600711275,45.848501642385,9.55617,8.600553000000001,73.14145500000001,10.033589284546801,6.51369478520205,0.760627223,38,23732,8
P4-JSC1A-2,plant18,P4,JSC1A,2.0,2021-05-10,GLDS-476_image-analysis_210510-P4.tiff,51.5989764,90.10503,0.572653673,66.4463225774895,14.334255,9.850206,99.93548550000001,12.59236673024805,8.03444194974165,0.770002675,38,38196,8
