gene,analysis,covariate,n_samples,mean_vst,spearman_rho,p_value,fdr,SYMBOL,GENENAME
AT5G63180,primary,leaf_rate_per_day,16,11.629966078954324,0.6941176470588235,0.0028537059034569,0.041149669746355,,
AT5G15581,primary,leaf_rate_per_day,16,5.764544379695922,0.693742583656587,0.0028750686499401,0.0414323273356047,,
AT2G36690,primary,leaf_rate_per_day,16,6.52470722337764,-0.6916852498036808,0.0029945591618769,0.0425213305876681,GAS2|GIM2,
AT1G07710,primary,leaf_rate_per_day,16,6.073826073464465,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT1G08040,primary,leaf_rate_per_day,16,10.287623969128846,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT1G14170,primary,leaf_rate_per_day,16,9.079346204143176,-0.6911764705882353,0.0030247187950434,0.0425213305876681,AtKH2,
AT1G18860,primary,leaf_rate_per_day,16,7.980606852105727,-0.6911764705882353,0.0030247187950434,0.0425213305876681,ATWRKY61|WRKY61,member of WRKY Transcription Factor; Group II-b
AT1G24147,primary,leaf_rate_per_day,16,9.06019333677463,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT1G26670,primary,leaf_rate_per_day,16,11.57170904558238,-0.6911764705882353,0.0030247187950434,0.0425213305876681,ATVTI12|VTI12|VTI1B,member of VTI1 Gene Family. Normally localizes to the transgolgi network and plasma membrane. A dominant mutation  (zip1) alters the subcellular localization of VTI12 and suppresses loss of function mutation (zag1) of VTI11. Interacts with members of the SYP family. Involved in protein trafficking to protein storage vacuoles.
AT1G30410,primary,leaf_rate_per_day,16,11.52932255857536,-0.6911764705882353,0.0030247187950434,0.0425213305876681,ABCC12|ATMRP13|MRP13,member of MRP subfamily
AT1G55510,primary,leaf_rate_per_day,16,9.28213325071845,-0.6911764705882353,0.0030247187950434,0.0425213305876681,BCDH|E1B1,branched-chain alpha-keto acid decarboxylase E1 beta
AT1G59700,primary,leaf_rate_per_day,16,11.2498678504001,-0.6911764705882353,0.0030247187950434,0.0425213305876681,ATGSTU16|GSTU16,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G68400,primary,leaf_rate_per_day,16,9.605660290783732,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT1G74090,primary,leaf_rate_per_day,16,10.780377939178813,0.6911764705882353,0.0030247187950434,0.0425213305876681,ATSOT18|ATST5B|SOT18,"encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with preference with methionine-derived desulfoglucosinolates."
AT1G77870,primary,leaf_rate_per_day,16,6.9577920142321386,0.6911764705882353,0.0030247187950434,0.0425213305876681,MUB5,
AT2G23100,primary,leaf_rate_per_day,16,7.504811617629226,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT2G23600,primary,leaf_rate_per_day,16,11.404957499844135,0.6911764705882353,0.0030247187950434,0.0425213305876681,ACL|ATME8|ATMES2|ME8|MES2,"Encodes a protein shown to have carboxylesterase activity, methyl salicylate esterase activity, methyl jasmonate esterase activity, and methyl IAA esterase activity in vitro. MES2 appears to be involved in MeSA hydrolysis in planta. This protein does not act on MeGA4, or MEGA9 in vitro."
AT2G24645,primary,leaf_rate_per_day,16,8.37162880221021,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT2G34010,primary,leaf_rate_per_day,16,6.517659445643485,0.6911764705882353,0.0030247187950434,0.0425213305876681,TIE4,
AT2G34260,primary,leaf_rate_per_day,16,8.043071067610741,0.6911764705882353,0.0030247187950434,0.0425213305876681,WDR55,
AT2G40830,primary,leaf_rate_per_day,16,10.966575012129438,0.6911764705882353,0.0030247187950434,0.0425213305876681,AIRP5|BTL01|GARU|RHC1A,Encodes a putative RING-H2 finger protein RHC1a.
AT2G42780,primary,leaf_rate_per_day,16,10.30801620151377,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT3G05490,primary,leaf_rate_per_day,16,10.321120302086667,-0.6911764705882353,0.0030247187950434,0.0425213305876681,RALFL22,"Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide."
AT3G11220,primary,leaf_rate_per_day,16,9.802497124714494,-0.6911764705882353,0.0030247187950434,0.0425213305876681,AtELP4|ELO1,"A subunit of Elongator, a histone acetyl transferase complex, consisting of six subunits (ELP1ELP6), that copurifies with the elongating RNAPII in yeast and humans. Three Arabidopsis thaliana genes, encoding homologs of the yeast Elongator subunits ELP1, ELP3 (histone acetyl transferase), and ELP4 are responsible for the narrow leaf phenotype in elongata mutants and for reduced root growth that results from a decreased cell division rate."
AT3G14690,primary,leaf_rate_per_day,16,12.025991978986411,-0.6911764705882353,0.0030247187950434,0.0425213305876681,CYP72A15,putative cytochrome P450
AT3G45770,primary,leaf_rate_per_day,16,11.171337014928376,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT3G53190,primary,leaf_rate_per_day,16,10.201504609581676,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT3G54820,primary,leaf_rate_per_day,16,10.236877340877337,-0.6911764705882353,0.0030247187950434,0.0425213305876681,PIP2;5|PIP2D,
AT3G62310,primary,leaf_rate_per_day,16,10.760363645728123,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT3G63110,primary,leaf_rate_per_day,16,8.316607389594944,0.6911764705882353,0.0030247187950434,0.0425213305876681,ATIPT3|IPT3|ROCK4,"Encodes cytokinin synthase involved in cytokinin biosynthesis. IPT3 subcellular localization is modulated by farnesylation- when farnesylated it is localized to the nucleus, otherwise to the chloroplast."
AT4G00360,primary,leaf_rate_per_day,16,13.396728644503062,0.6911764705882353,0.0030247187950434,0.0425213305876681,ATT1|CYP86A2,"Encodes a member of the CYP86A subfamily of cytochrome p450 genes. Expressed at moderate levels in flowers, leaves, roots and stems."
AT4G21570,primary,leaf_rate_per_day,16,11.158990673139128,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT4G24480,primary,leaf_rate_per_day,16,10.448104279082353,0.6911764705882353,0.0030247187950434,0.0425213305876681,M3K&#948;5|RAF6,
AT4G39780,primary,leaf_rate_per_day,16,8.712701282727933,0.6911764705882353,0.0030247187950434,0.0425213305876681,ERF60,encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 8 members in this subfamily including RAP2.4.
AT4G39840,primary,leaf_rate_per_day,16,10.407751276751688,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT5G01750,primary,leaf_rate_per_day,16,13.040146840443075,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT5G03440,primary,leaf_rate_per_day,16,8.39576743890103,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT5G03555,primary,leaf_rate_per_day,16,10.932007344927465,-0.6911764705882353,0.0030247187950434,0.0425213305876681,AtNCS1|NCS1|PLUTO,
AT5G13360,primary,leaf_rate_per_day,16,9.89149067253233,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT5G43260,primary,leaf_rate_per_day,16,10.71210315820657,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT5G57190,primary,leaf_rate_per_day,16,8.561936438066555,0.6911764705882353,0.0030247187950434,0.0425213305876681,PSD2,Encodes the minor form of the two non-mitochondrail phosphatidylserine decarboxylase. The gene expression level is very low. Located at the tonoplast.
AT5G65400,primary,leaf_rate_per_day,16,8.936695394546403,-0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT5G66770,primary,leaf_rate_per_day,16,9.41213072652386,0.6911764705882353,0.0030247187950434,0.0425213305876681,,
AT3G57690,primary,leaf_rate_per_day,16,6.1761811991827855,-0.6903893113520432,0.003071862989886,0.0431582995468581,AGP23|ATAGP23,Encodes a putative arabinogalactan-protein (AGP23).
AT1G03280,primary,leaf_rate_per_day,16,11.1562857041894,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G04920,primary,leaf_rate_per_day,16,8.027963314785316,0.6882352941176471,0.0032039086143957,0.0437087428536666,ATSPS3F|AtSPSB|SPS3F|SPSB,Encodes a protein with putative sucrose-phosphate synthase activity.
AT1G07720,primary,leaf_rate_per_day,16,11.243713943336497,0.6882352941176471,0.0032039086143957,0.0437087428536666,KCS3,"Encodes KCS3, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)."
AT1G10090,primary,leaf_rate_per_day,16,10.067906138643783,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G11340,primary,leaf_rate_per_day,16,8.06290682604062,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G13450,primary,leaf_rate_per_day,16,10.290951527293712,-0.6882352941176471,0.0032039086143957,0.0437087428536666,GT-1,
AT1G16250,primary,leaf_rate_per_day,16,9.545764980918095,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G19180,primary,leaf_rate_per_day,16,10.406445271346454,-0.6882352941176471,0.0032039086143957,0.0437087428536666,AtJAZ1|JAZ1|TIFY10A,"JAZ1 is a nuclear-localized protein involved in jasmonate signaling. JAZ1 transcript levels rise in response to a jasmonate stimulus. JAZ1 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ1:GUS fusion protein, presumably  by stimulating ubiquitin-proteasome-mediated degradation. The Jas domain appears to be important for JAZ1-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2."
AT1G27760,primary,leaf_rate_per_day,16,12.857056467338284,-0.6882352941176471,0.0032039086143957,0.0437087428536666,ATSAT32|SAT32,Encodes a protein with similarity to human interferon-related developmental regulator (IFRD)that is involved in salt tolerance. Loss of function mutations are hypersensitive to salt stress and have reduced fertility. SAT32 is found in the cytoplasm but appears to translocate to the nucleus when plants are subject to salt stress.
AT1G27840,primary,leaf_rate_per_day,16,9.947838520970311,-0.6882352941176471,0.0032039086143957,0.0437087428536666,ATCSA-1|CSA1,Encodes a DDB1a interacting protein ATCSA-1 required for UV-B tolerance and genomic integrity.
AT1G36070,primary,leaf_rate_per_day,16,9.539302025683016,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G52270,primary,leaf_rate_per_day,16,6.463995247806327,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G73020,primary,leaf_rate_per_day,16,9.141565822895126,0.6882352941176471,0.0032039086143957,0.0437087428536666,TMEM16,
AT1G75250,primary,leaf_rate_per_day,16,6.7163746136631115,0.6882352941176471,0.0032039086143957,0.0437087428536666,ATRL6|RL6|RSM3,
AT2G33340,primary,leaf_rate_per_day,16,12.201159654102067,-0.6882352941176471,0.0032039086143957,0.0437087428536666,MAC3B|PUB60,"Encodes MAC3B, a U-box proteins with homology to the yeast and human E3 ubiquitin ligase Prp19.  Associated with the MOS4-Associated Complex (MAC).  Involved in plant innate immunity."
AT2G40610,primary,leaf_rate_per_day,16,8.569034194003637,0.6882352941176471,0.0032039086143957,0.0437087428536666,ATEXP8|ATEXPA8|ATHEXP|EXP8|EXPA8,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
AT2G47180,primary,leaf_rate_per_day,16,11.407989373391349,-0.6882352941176471,0.0032039086143957,0.0437087428536666,AtGolS1|GolS1,
AT2G47590,primary,leaf_rate_per_day,16,12.792035164627135,0.6882352941176471,0.0032039086143957,0.0437087428536666,PHR2,"photolyase/blue light photoreceptor PHR2 (PHR2) mRNA,"
AT3G04130,primary,leaf_rate_per_day,16,8.629129400476899,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G04950,primary,leaf_rate_per_day,16,7.48528358621252,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G05570,primary,leaf_rate_per_day,16,8.676453137385721,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G10070,primary,leaf_rate_per_day,16,8.848561961379277,0.6882352941176471,0.0032039086143957,0.0437087428536666,TAF12|TAFII58,Encodes one of two Arabidopsis proteins with similarity to the TBP-associated factor TAF12.
AT3G12640,primary,leaf_rate_per_day,16,10.226207341634996,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G13770,primary,leaf_rate_per_day,16,7.031596291474578,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G18535,primary,leaf_rate_per_day,16,9.203191036466311,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G18860,primary,leaf_rate_per_day,16,10.739707006556223,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G21351,primary,leaf_rate_per_day,16,6.175430256513,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G27020,primary,leaf_rate_per_day,16,11.140631789512108,0.6882352941176471,0.0032039086143957,0.0437087428536666,AtYSL6|YSL6,Arabidopsis thaliana metal-nicotianamine transporter YSL6
AT3G28920,primary,leaf_rate_per_day,16,11.065663317668246,0.6882352941176471,0.0032039086143957,0.0437087428536666,AtHB34|HB34|ZHD9,
AT3G48170,primary,leaf_rate_per_day,16,12.12266312887246,-0.6882352941176471,0.0032039086143957,0.0437087428536666,ALDH10A9|BADH,Arabidopsis thaliana putative betaine aldehyde dehydrogenase
AT3G49670,primary,leaf_rate_per_day,16,11.506723664137777,0.6882352941176471,0.0032039086143957,0.0437087428536666,BAM2,"Encodes a CLAVATA1-related receptor kinase-like protein required for both shoot and flower meristem function.  Very similar to BAM1,with more than 85% a.a. identity. It has a broad expression pattern and is involved in vascular strand development in the leaf, control of leaf shape, size and symmetry, male gametophyte development and ovule specification and function. Anthers of double mutants (bam1bam2) appeared abnormal at a very early stage and lack the endothecium, middle, and tapetum layers. Further analyses revealed that cells interior to the epidermis (in anther tissue) acquire some characteristics of pollen mother cells (PMCs), suggesting defects in cell fate specification. The pollen mother-like cells degenerate before the completion of meiosis, suggesting that these cells are defective. In addition, the BAM2 expression pattern supports both an early role in promoting somatic cell fates and a subsequent function in the PMCs."
AT3G56680,primary,leaf_rate_per_day,16,11.340864832501804,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT3G61060,primary,leaf_rate_per_day,16,8.4665587828607,-0.6882352941176471,0.0032039086143957,0.0437087428536666,AtPP2-A13|PP2-A13,
AT4G10340,primary,leaf_rate_per_day,16,17.697007063077205,0.6882352941176471,0.0032039086143957,0.0437087428536666,LHCB5,photosystem II encoding the light-harvesting chlorophyll a/b binding protein CP26 of the antenna system of the photosynthetic apparatus
AT4G12800,primary,leaf_rate_per_day,16,16.961774686339087,0.6882352941176471,0.0032039086143957,0.0437087428536666,PSAL,Encodes subunit L of photosystem I reaction center.
AT4G18070,primary,leaf_rate_per_day,16,10.604304891387192,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT4G21650,primary,leaf_rate_per_day,16,10.96391420146626,0.6882352941176471,0.0032039086143957,0.0437087428536666,SBT3.13,
AT4G21880,primary,leaf_rate_per_day,16,7.850091421927472,0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT4G26970,primary,leaf_rate_per_day,16,12.749697384320353,0.6882352941176471,0.0032039086143957,0.0437087428536666,ACO2,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro."
AT4G27880,primary,leaf_rate_per_day,16,9.491663490141764,-0.6882352941176471,0.0032039086143957,0.0437087428536666,SINAT4,
AT4G29540,primary,leaf_rate_per_day,16,7.750045671825894,-0.6882352941176471,0.0032039086143957,0.0437087428536666,AtLpxA|LpxA,
AT4G34030,primary,leaf_rate_per_day,16,11.323784795123524,-0.6882352941176471,0.0032039086143957,0.0437087428536666,MCCB,MCC-B is involved in leucine degradation in mitochondria. The active protein is a dimer of MCC-A and MCC-B. MCC-A is biotinylated whereas MCC-B is not.
AT4G38960,primary,leaf_rate_per_day,16,9.671442717354836,-0.6882352941176471,0.0032039086143957,0.0437087428536666,BBX19,
AT5G01580,primary,leaf_rate_per_day,16,6.1766186633211015,0.6882352941176471,0.0032039086143957,0.0437087428536666,OSH1,thiol reductase in OAS metabolism
AT5G07580,primary,leaf_rate_per_day,16,11.282487396877492,0.6882352941176471,0.0032039086143957,0.0437087428536666,DEWAX2|ERF106,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
AT5G20610,primary,leaf_rate_per_day,16,10.77370715350165,0.6882352941176471,0.0032039086143957,0.0437087428536666,PMIR1,
AT5G54670,primary,leaf_rate_per_day,16,9.45287385369755,0.6882352941176471,0.0032039086143957,0.0437087428536666,ATK3|KATC,"Encodes a truncated KatC polypeptide (KatC(207-754)), which includes the carboxyl-terminal region of KatC. This was expressed in Escherichia coli and was shown to possess microtubule-stimulated ATPase activity."
AT5G54880,primary,leaf_rate_per_day,16,7.812806476824089,0.6882352941176471,0.0032039086143957,0.0437087428536666,DTWD2B,
AT5G64970,primary,leaf_rate_per_day,16,8.570648729424851,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT5G65170,primary,leaf_rate_per_day,16,8.198299765328883,-0.6882352941176471,0.0032039086143957,0.0437087428536666,,
AT1G76062,primary,leaf_rate_per_day,16,5.903282831164174,-0.6877590888159898,0.0032337096726976,0.0440897391237504,,
AT3G01900,primary,leaf_rate_per_day,16,6.11351740924961,-0.6873186246209128,0.0032614726102952,0.0443911133245105,CYP94B2,member of CYP94B
AT3G23510,primary,leaf_rate_per_day,16,6.765923753452898,0.6873186246209128,0.0032614726102952,0.0443911133245105,,
AT5G01330,primary,leaf_rate_per_day,16,6.140601168866957,0.6873186246209128,0.0032614726102952,0.0443911133245105,PDC3,pyruvate decarboxylase
AT5G39110,primary,leaf_rate_per_day,16,6.462045421353919,-0.6857985668266282,0.0033587629640113,0.0449148129151278,,
AT1G01370,primary,leaf_rate_per_day,16,7.373743271215471,0.6852941176470588,0.0033915617452165,0.0449148129151278,CENH3|HTR12,Encodes a centromere-identifying  protein histone H3 variant. Localized at centromeres in both mitotic and  meiotic cells.
AT1G01380,primary,leaf_rate_per_day,16,7.239912452526823,-0.6852941176470588,0.0033915617452165,0.0449148129151278,ETC1,ETC1 is involved in trichome and root  hair patterning in Arabidopsis.
AT1G01610,primary,leaf_rate_per_day,16,11.176034887128807,0.6852941176470588,0.0033915617452165,0.0449148129151278,ATGPAT4|GPAT4,Encodes a protein with glycerol-3-phosphate acyltransferase activity. Involved in cutin assembly. Is functional redundant of GPAT8.
AT1G04530,primary,leaf_rate_per_day,16,10.813303017429128,0.6852941176470588,0.0033915617452165,0.0449148129151278,TPR4,
AT1G09350,primary,leaf_rate_per_day,16,8.731977209263384,0.6852941176470588,0.0033915617452165,0.0449148129151278,AtGolS3|GolS3,
AT1G09460,primary,leaf_rate_per_day,16,7.181581318196594,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT1G19370,primary,leaf_rate_per_day,16,9.370220528129511,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT1G22850,primary,leaf_rate_per_day,16,13.481665496288832,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT1G29195,primary,leaf_rate_per_day,16,7.336490465376268,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT1G48000,primary,leaf_rate_per_day,16,7.217971772580381,-0.6852941176470588,0.0033915617452165,0.0449148129151278,AtMYB112|MYB112,Encodes a putative transcription factor (MYB112).
AT1G54690,primary,leaf_rate_per_day,16,9.535590133389272,0.6852941176470588,0.0033915617452165,0.0449148129151278,G-H2AX|GAMMA-H2AX|H2AXB|HTA3,"Encodes HTA3, a histone H2A protein. H2AX is a meiosis-specific isoform of histone H2A.  Upon DSB formation, rapid accumulation of phosphorylated  H2AX (&#947;-H2AX) occurs around the break site. H2AX foci accumulate in early G2.  Immunolocalization studies in spread preparations of  wild-type meiocytes at G2/early leptotene revealed  the accumulation of numerous rather diffuse &#947;-H2AX  foci throughout the chromatin. However,  their accumulation is not contemporaneous with  that of AtSPO11-1. At 3 h post-S, no &#947;-H2AX  foci are detected. During the 3- to 5-h window when  AtSPO11-1 foci rapidly disappear, there is an  equally swift accumulation of &#947;-H2AX to a maximum  of >50 diffuse foci. The level of &#947;H2AX then remains  constant for a further 13 h before undergoing a  gradual decrease to 1020 foci in the 18- to 24-h post-S  period. By 30 h the foci have disappeared from the chromatin."
AT1G72800,primary,leaf_rate_per_day,16,8.69050317936238,0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT1G73660,primary,leaf_rate_per_day,16,11.1214033528225,0.6852941176470588,0.0033915617452165,0.0449148129151278,M3Kdelta6|SIS8,Encodes a protein with similarity to MAPKKKs. May function as a negative regulator of salt tolerance.
AT1G78380,primary,leaf_rate_per_day,16,14.6608317265389,-0.6852941176470588,0.0033915617452165,0.0449148129151278,ATGSTU19|GST8|GSTU19,"Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim."
AT2G05995,primary,leaf_rate_per_day,16,6.538195665996501,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT2G28620,primary,leaf_rate_per_day,16,8.704633735845118,0.6852941176470588,0.0033915617452165,0.0449148129151278,RSW7,
AT2G41090,primary,leaf_rate_per_day,16,14.993745054170263,0.6852941176470588,0.0033915617452165,0.0449148129151278,CML10,
AT2G47210,primary,leaf_rate_per_day,16,10.521866512650114,0.6852941176470588,0.0033915617452165,0.0449148129151278,ATSWC4|SWC4,
AT3G07565,primary,leaf_rate_per_day,16,9.939355907738042,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT3G09950,primary,leaf_rate_per_day,16,6.340506447153079,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT3G11130,primary,leaf_rate_per_day,16,13.213307584712751,0.6852941176470588,0.0033915617452165,0.0449148129151278,AtCHC1|CHC1|HAS1,
AT3G11570,primary,leaf_rate_per_day,16,7.688847479051033,-0.6852941176470588,0.0033915617452165,0.0449148129151278,TBL8,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
AT3G12710,primary,leaf_rate_per_day,16,7.757153510899323,0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT3G20830,primary,leaf_rate_per_day,16,8.414819264923189,0.6852941176470588,0.0033915617452165,0.0449148129151278,AGC2-4|UCNL,
AT3G27750,primary,leaf_rate_per_day,16,9.02962507193389,0.6852941176470588,0.0033915617452165,0.0449148129151278,EMB3123|THA8,
AT3G29310,primary,leaf_rate_per_day,16,10.083887811524413,0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT3G50360,primary,leaf_rate_per_day,16,10.79532506734193,-0.6852941176470588,0.0033915617452165,0.0449148129151278,ATCEN2|CEN1|CEN2|CML20,
AT3G54600,primary,leaf_rate_per_day,16,11.398263448061517,0.6852941176470588,0.0033915617452165,0.0449148129151278,DJ-1f|DJ1F,
AT3G60690,primary,leaf_rate_per_day,16,10.323093448347525,-0.6852941176470588,0.0033915617452165,0.0449148129151278,SAUR59,
AT4G12470,primary,leaf_rate_per_day,16,9.431668679401309,-0.6852941176470588,0.0033915617452165,0.0449148129151278,AZI1,Encodes AZI1 (AZELAIC ACID INDUCED 1).  Involved in the priming of salicylic acid induction and systemic immunity triggered by pathogen or azelaic acid.
AT4G16330,primary,leaf_rate_per_day,16,9.75237859177853,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT4G34540,primary,leaf_rate_per_day,16,9.88972179797909,-0.6852941176470588,0.0033915617452165,0.0449148129151278,GVS1,encodes a protein whose sequence is similar to pinoresinol-lariciresinol reductase from pine.
AT5G04140,primary,leaf_rate_per_day,16,15.46870993159186,0.6852941176470588,0.0033915617452165,0.0449148129151278,FD-GOGAT|GLS1|GLU1|GLUS,Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation.
AT5G09443,primary,leaf_rate_per_day,16,7.942401682071869,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT5G14530,primary,leaf_rate_per_day,16,8.992907410465317,-0.6852941176470588,0.0033915617452165,0.0449148129151278,APRF1|S2La,
AT5G16070,primary,leaf_rate_per_day,16,10.68189145579472,0.6852941176470588,0.0033915617452165,0.0449148129151278,CCT6-1,
AT5G16450,primary,leaf_rate_per_day,16,10.022581693122572,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT5G17350,primary,leaf_rate_per_day,16,8.13810325290205,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT5G17550,primary,leaf_rate_per_day,16,9.541128752051918,-0.6852941176470588,0.0033915617452165,0.0449148129151278,AtPEX19-2|PEX19-2|PEX19B,
AT5G23670,primary,leaf_rate_per_day,16,11.112819628182905,-0.6852941176470588,0.0033915617452165,0.0449148129151278,LCB2,"Encodes the LCB2 subunit of serine palmitoyltransferase, an enzyme involved in sphingosine biosynthesis.  The protein is localized to the endoplasmic reticulum."
AT5G24760,primary,leaf_rate_per_day,16,9.90660878318419,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT5G26850,primary,leaf_rate_per_day,16,10.47844293071028,0.6852941176470588,0.0033915617452165,0.0449148129151278,EFOP4,
AT5G40240,primary,leaf_rate_per_day,16,9.737920818546542,-0.6852941176470588,0.0033915617452165,0.0449148129151278,UMAMIT40,
AT5G43580,primary,leaf_rate_per_day,16,8.133436873104355,-0.6852941176470588,0.0033915617452165,0.0449148129151278,UPI,"Predicted to encode a PR (pathogenesis-related) peptide that belongs to the PR-6 proteinase inhibitor family.  Six putative PR-6-type protein encoding genes are found in Arabidopsis: At2g38900, At2g38870, At5g43570, At5g43580, At3g50020 and At3g46860."
AT5G45820,primary,leaf_rate_per_day,16,9.267397903963843,0.6852941176470588,0.0033915617452165,0.0449148129151278,CIPK20|PKS18|SnRK3.6,Encodes a CBL-interacting serine/threonine protein kinase comprised of an N-terminal kinase catalytic domain similar to SNF1/AMPK and a unique C-terminal regulatory domain.
AT5G45840,primary,leaf_rate_per_day,16,7.671072855615841,0.6852941176470588,0.0033915617452165,0.0449148129151278,MDIS1,
AT5G59540,primary,leaf_rate_per_day,16,12.063562703650964,-0.6852941176470588,0.0033915617452165,0.0449148129151278,,
AT3G26820,primary,leaf_rate_per_day,16,6.096780818875574,-0.6844632228425835,0.0034461478655087,0.0456120347126088,ELT3,
AT2G03040,primary,leaf_rate_per_day,16,5.776638049615855,0.6839127413656869,0.0034827001352913,0.0460390990729939,,
AT1G58643,primary,leaf_rate_per_day,16,5.814431081634287,0.6830146055588048,0.003543006588057,0.0460390990729939,,
