gene_set,analysis,covariate,direction,go_id,go_name,go_aspect,genes_in_set,genes_in_term,overlap,fold_enrichment,p_value,example_genes,fdr
primary|leaf_final|up,primary,leaf_final,up,GO:0016746,acyltransferase activity,molecular_function,342,459,19,1.2757201646090537,0.1646611346247296,AT1G01610;AT1G29050;AT1G57820;AT1G65450;AT1G79110;AT2G38320;AT2G38995;AT2G40230,0.798658039899255
primary|leaf_final|up,primary,leaf_final,up,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function,342,190,9,1.4598337950138502,0.1650897852194289,AT1G69120;AT2G02820;AT2G45660;AT3G54340;AT4G01460;AT4G20970;AT4G24540;AT5G11060,0.798658039899255
primary|leaf_final|up,primary,leaf_final,up,GO:0016071,mRNA metabolic process,biological_process,342,270,12,1.3697205977907732,0.1682991620758676,AT1G06220;AT1G78815;AT2G13540;AT2G42610;AT3G13210;AT3G13290;AT3G13300;AT3G26560,0.8106287151514499
primary|leaf_final|up,primary,leaf_final,up,GO:0009312,oligosaccharide biosynthetic process,biological_process,342,23,2,2.6798881261123824,0.170400282100235,AT1G78580;AT5G65140,0.8136429054396502
primary|leaf_final|up,primary,leaf_final,up,GO:1902936,phosphatidylinositol bisphosphate binding,molecular_function,342,23,2,2.6798881261123824,0.170400282100235,AT2G25430;AT3G62770,0.8136429054396502
primary|leaf_final|up,primary,leaf_final,up,GO:0044255,obsolete cellular lipid metabolic process,biological_process,342,326,14,1.3235030316076488,0.1744926225205619,AT1G34340;AT1G43800;AT1G77740;AT1G78970;AT2G23600;AT2G23610;AT2G38010;AT2G38995,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0044237,obsolete cellular metabolic process,biological_process,342,2805,99,1.087719298245614,0.1756132902444926,AT1G04180;AT1G06220;AT1G07940;AT1G13430;AT1G13950;AT1G14790;AT1G17440;AT1G21590,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0004857,enzyme inhibitor activity,molecular_function,342,92,5,1.674930078820239,0.1786456053317007,AT2G26040;AT3G59010;AT3G62820;AT5G20740;AT5G64620,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0016051,carbohydrate biosynthetic process,biological_process,342,92,5,1.674930078820239,0.1786456053317007,AT1G09610;AT1G78580;AT2G21770;AT4G37870;AT5G65140,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0140678,molecular function inhibitor activity,molecular_function,342,92,5,1.674930078820239,0.1786456053317007,AT2G26040;AT3G59010;AT3G62820;AT5G20740;AT5G64620,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0003725,double-stranded RNA binding,molecular_function,342,6,1,5.1364522417154,0.1796000112585586,AT4G37510,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0022843,voltage-gated monoatomic cation channel activity,molecular_function,342,6,1,5.1364522417154,0.1796000112585586,AT4G01840,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0032266,phosphatidylinositol-3-phosphate binding,molecular_function,342,6,1,5.1364522417154,0.1796000112585586,AT3G62770,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0046835,carbohydrate phosphorylation,biological_process,342,6,1,5.1364522417154,0.1796000112585586,AT1G47840,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0050000,chromosome localization,biological_process,342,6,1,5.1364522417154,0.1796000112585586,AT1G59660,0.8219867735194615
primary|leaf_final|up,primary,leaf_final,up,GO:0000041,transition metal ion transport,biological_process,342,24,2,2.5682261208577,0.1821276449970593,AT1G10970;AT2G32270,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:1901981,phosphatidylinositol phosphate binding,molecular_function,342,24,2,2.5682261208577,0.1821276449970593,AT2G25430;AT3G62770,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0090407,organophosphate biosynthetic process,biological_process,342,169,8,1.4588740094812969,0.1838471515191581,AT1G31220;AT1G32380;AT1G58643;AT1G59312;AT1G77740;AT2G42910;AT3G57610;AT5G47030,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0044270,obsolete cellular nitrogen compound catabolic process,biological_process,342,93,5,1.6569200779727096,0.1841672972704332,AT2G13540;AT3G13290;AT3G13300;AT3G60500;AT5G59710,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0046700,obsolete heterocycle catabolic process,biological_process,342,93,5,1.6569200779727096,0.1841672972704332,AT2G13540;AT3G13290;AT3G13300;AT3G60500;AT5G59710,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function,342,69,4,1.7865920840749216,0.1852811331189239,AT2G38010;AT4G00620;AT5G08170;AT5G58980,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0000325,plant-type vacuole,cellular_component,342,46,3,2.0099160945842867,0.1868567825362166,AT1G25480;AT4G01840;AT4G17970,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0061013,regulation of mRNA catabolic process,biological_process,342,46,3,2.0099160945842867,0.1868567825362166,AT3G17330;AT3G60500;AT5G59710,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:1903313,positive regulation of mRNA metabolic process,biological_process,342,46,3,2.0099160945842867,0.1868567825362166,AT3G17330;AT3G60500;AT5G59710,0.8244121245497881
primary|leaf_final|up,primary,leaf_final,up,GO:0003676,nucleic acid binding,molecular_function,342,1567,57,1.1210380770048924,0.1899982358318789,AT1G06220;AT1G06760;AT1G07360;AT1G07940;AT1G08880;AT1G13950;AT1G17440;AT1G29600,0.8343056235007918
primary|leaf_final|up,primary,leaf_final,up,GO:0016491,oxidoreductase activity,molecular_function,342,753,29,1.1869092829461878,0.1906119828850404,AT1G02190;AT1G04180;AT1G12010;AT1G24470;AT1G31230;AT1G43800;AT1G47290;AT1G53240,0.8343056235007918
primary|leaf_final|up,primary,leaf_final,up,GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecular_function,342,25,2,2.4654970760233916,0.1939692423812279,AT1G22940;AT2G41880,0.8423152533326552
primary|leaf_final|up,primary,leaf_final,up,GO:0030148,sphingolipid biosynthetic process,biological_process,342,25,2,2.4654970760233916,0.1939692423812279,AT2G38010;AT5G58980,0.8423152533326552
primary|leaf_final|up,primary,leaf_final,up,GO:0008483,transaminase activity,molecular_function,342,47,3,1.967151922359089,0.1951479369600474,AT1G62800;AT2G22810;AT3G61510,0.8441104881056168
primary|leaf_final|up,primary,leaf_final,up,GO:0140098,"catalytic activity, acting on RNA",molecular_function,342,253,11,1.3399440630561912,0.1999725791532569,AT1G14790;AT1G63020;AT1G68460;AT1G69440;AT2G39740;AT2G40030;AT3G63110;AT4G16265,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0008017,microtubule binding,molecular_function,342,96,5,1.6051413255360625,0.2010965234587375,AT3G01015;AT3G49650;AT4G05190;AT4G21270;AT4G27060,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0010468,regulation of gene expression,biological_process,342,845,32,1.1670992075850375,0.2018414556253116,AT1G05460;AT1G14790;AT1G24190;AT1G49130;AT1G66350;AT1G69120;AT1G69440;AT2G02820,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:1901566,obsolete organonitrogen compound biosynthetic process,biological_process,342,588,23,1.2054938934638182,0.2030274100789078,AT1G06220;AT1G07940;AT1G13950;AT1G22940;AT1G31220;AT1G31230;AT1G32380;AT2G37190,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:1903311,regulation of mRNA metabolic process,biological_process,342,72,4,1.7121507472384665,0.2052747125680055,AT3G17330;AT3G44850;AT3G60500;AT5G59710,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0022603,regulation of anatomical structure morphogenesis,biological_process,342,26,2,2.3706702654071075,0.2059053904815521,AT1G67260;AT3G15030,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0000002,obsolete mitochondrial genome maintenance,biological_process,342,7,1,4.402673350041771,0.2062353630859341,AT3G18580,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",biological_process,342,7,1,4.402673350041771,0.2062353630859341,AT2G13540,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0005811,lipid droplet,cellular_component,342,7,1,4.402673350041771,0.2062353630859341,AT5G07560,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0071554,cell wall organization or biogenesis,biological_process,342,97,5,1.5885934768191956,0.2068541833249843,AT1G02640;AT1G09610;AT2G21770;AT5G44130;AT5G60490,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0006629,lipid metabolic process,biological_process,342,394,16,1.2515213583875084,0.2107820950527149,AT1G02190;AT1G34340;AT1G43800;AT1G77740;AT1G78970;AT2G23600;AT2G23610;AT2G38010,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0051082,obsolete unfolded protein binding,molecular_function,342,73,4,1.688696627413282,0.2120756727047466,AT1G24510;AT3G03960;AT3G18190;AT5G16070,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0005667,transcription regulator complex,cellular_component,342,98,5,1.5723833393006323,0.2126656908831716,AT1G17440;AT1G54360;AT2G45100;AT3G12280;AT4G20970,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0015267,channel activity,molecular_function,342,98,5,1.5723833393006323,0.2126656908831716,AT2G32390;AT2G36830;AT4G01840;AT4G17340;AT5G47030,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0022803,passive transmembrane transporter activity,molecular_function,342,98,5,1.5723833393006323,0.2126656908831716,AT2G32390;AT2G36830;AT4G01840;AT4G17340;AT5G47030,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0003690,double-stranded DNA binding,molecular_function,342,395,16,1.2483529498852617,0.2136116769528173,AT1G06760;AT1G69120;AT2G02820;AT2G30620;AT2G45100;AT2G45660;AT3G12280;AT3G24495,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0016192,vesicle-mediated transport,biological_process,342,368,15,1.2561975591151793,0.2161897476597131,AT1G05520;AT1G23490;AT1G30280;AT1G62020;AT2G17980;AT2G25430;AT3G08530;AT3G11130,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0060255,regulation of macromolecule metabolic process,biological_process,342,969,36,1.1449676823638042,0.2170890235910559,AT1G05460;AT1G06760;AT1G14790;AT1G24190;AT1G49130;AT1G66350;AT1G69120;AT1G69440,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0006810,transport,biological_process,342,1115,41,1.1332441717147876,0.217320089086256,AT1G02530;AT1G02690;AT1G05520;AT1G10970;AT1G10980;AT1G12110;AT1G20840;AT1G23490,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0006633,fatty acid biosynthetic process,biological_process,342,27,2,2.282867662984622,0.2179175557472557,AT2G38010;AT5G58980,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0009737,response to abscisic acid,biological_process,342,27,2,2.282867662984622,0.2179175557472557,AT1G20450;AT2G26040,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0035091,phosphatidylinositol binding,molecular_function,342,27,2,2.282867662984622,0.2179175557472557,AT2G25430;AT3G62770,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0005525,GTP binding,molecular_function,342,74,4,1.6658764027185078,0.218939074063341,AT1G23490;AT4G17160;AT5G12250;AT5G59150,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0098772,molecular function regulator activity,molecular_function,342,286,12,1.2930928720402404,0.2195207077590813,AT1G05520;AT2G20440;AT2G26040;AT3G01015;AT3G11520;AT3G16410;AT3G53800;AT3G59010,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0005635,nuclear envelope,cellular_component,342,50,3,1.849122807017544,0.2205262174721858,AT1G59660;AT1G80670;AT3G17340,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0043648,dicarboxylic acid metabolic process,biological_process,342,50,3,1.849122807017544,0.2205262174721858,AT1G65960;AT3G53580;AT5G50950,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0043603,obsolete amide metabolic process,biological_process,342,314,13,1.2759339963496852,0.2209026384710525,AT1G06220;AT1G07940;AT1G13950;AT1G65960;AT2G37190;AT2G38010;AT3G12915;AT4G24830,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:1901607,obsolete alpha-amino acid biosynthetic process,biological_process,342,100,5,1.54093567251462,0.2244418843186638,AT1G31230;AT3G53580;AT3G59970;AT4G24830;AT5G17920,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0005829,cytosol,cellular_component,342,829,31,1.152448874498268,0.2272872562884869,AT1G01960;AT1G05460;AT1G06220;AT1G20450;AT1G22940;AT1G47840;AT1G48830;AT1G49600,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0019637,organophosphate metabolic process,biological_process,342,289,12,1.2796697626418987,0.229793205325048,AT1G31220;AT1G32380;AT1G47840;AT1G58643;AT1G59312;AT1G64190;AT1G77740;AT2G42910,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0000070,mitotic sister chromatid segregation,biological_process,342,28,2,2.201336675020886,0.2299883012919514,AT3G01015;AT3G49650,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",biological_process,342,28,2,2.201336675020886,0.2299883012919514,AT3G60500;AT5G59710,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0051261,protein depolymerization,biological_process,342,28,2,2.201336675020886,0.2299883012919514,AT1G30280;AT3G49650,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0072583,clathrin-dependent endocytosis,biological_process,342,28,2,2.201336675020886,0.2299883012919514,AT1G30280;AT2G25430,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0140014,mitotic nuclear division,biological_process,342,28,2,2.201336675020886,0.2299883012919514,AT3G01015;AT3G49650,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0140110,transcription regulator activity,molecular_function,342,514,20,1.1991717295833615,0.2303042687418267,AT1G24190;AT1G54360;AT1G66350;AT1G67260;AT1G69120;AT2G02820;AT2G24790;AT2G45660,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0005753,obsolete mitochondrial proton-transporting ATP synthase complex,cellular_component,342,8,1,3.8523391812865495,0.2320084102543202,AT5G47030,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0017004,cytochrome complex assembly,biological_process,342,8,1,3.8523391812865495,0.2320084102543202,AT4G39740,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0017025,TBP-class protein binding,molecular_function,342,8,1,3.8523391812865495,0.2320084102543202,AT1G17440,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0043687,post-translational protein modification,biological_process,342,8,1,3.8523391812865495,0.2320084102543202,AT2G31320,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0048437,floral organ development,biological_process,342,8,1,3.8523391812865495,0.2320084102543202,AT1G69180,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0051233,spindle midzone,cellular_component,342,8,1,3.8523391812865495,0.2320084102543202,AT3G49650,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0090599,alpha-glucosidase activity,molecular_function,342,8,1,3.8523391812865495,0.2320084102543202,AT1G22650,0.8587425386258899
primary|leaf_final|up,primary,leaf_final,up,GO:0009259,ribonucleotide metabolic process,biological_process,342,76,4,1.6220375500153892,0.2328393801553419,AT1G31220;AT3G57610;AT4G33790;AT5G47030,0.8589359073957934
primary|leaf_final|up,primary,leaf_final,up,GO:0005654,nucleoplasm,cellular_component,342,181,8,1.362153080675907,0.2348289618533341,AT1G17440;AT1G24190;AT1G54360;AT1G63020;AT2G40030;AT3G07610;AT4G16265;AT5G15020,0.8633878164140918
primary|leaf_final|up,primary,leaf_final,up,GO:0005874,microtubule,cellular_component,342,102,5,1.510721247563353,0.236408278092602,AT3G01015;AT3G49650;AT4G05190;AT4G21270;AT5G12250,0.8663067466316944
primary|leaf_final|up,primary,leaf_final,up,GO:0055085,transmembrane transport,biological_process,342,347,14,1.2434063063518546,0.2375425817809583,AT1G02530;AT1G10970;AT1G12110;AT1G20840;AT1G30420;AT1G52190;AT1G71960;AT2G32270,0.8675810188887318
primary|leaf_final|up,primary,leaf_final,up,GO:0006417,regulation of translation,biological_process,342,77,4,1.6009721272879167,0.2398694072381921,AT3G17330;AT3G60500;AT5G24490;AT5G59710,0.8703156453412039
primary|leaf_final|up,primary,leaf_final,up,GO:0034248,obsolete regulation of amide metabolic process,biological_process,342,77,4,1.6009721272879167,0.2398694072381921,AT3G17330;AT3G60500;AT5G24490;AT5G59710,0.8703156453412039
primary|leaf_final|up,primary,leaf_final,up,GO:0000819,sister chromatid segregation,biological_process,342,29,2,2.1254285138132687,0.2421012355859438,AT3G01015;AT3G49650,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0043565,sequence-specific DNA binding,molecular_function,342,490,19,1.1950113378684808,0.2422371681177015,AT1G66350;AT1G67260;AT1G69120;AT2G02820;AT2G45100;AT2G45660;AT3G12280;AT3G15030,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0000280,nuclear division,biological_process,342,53,3,1.7444554783184374,0.2465201671739153,AT3G01015;AT3G49650;AT4G22970,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0009260,ribonucleotide biosynthetic process,biological_process,342,53,3,1.7444554783184374,0.2465201671739153,AT1G31220;AT3G57610;AT5G47030,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0008092,cytoskeletal protein binding,molecular_function,342,157,7,1.374082765299661,0.2484106940739975,AT2G31900;AT3G01015;AT3G49650;AT3G60740;AT4G05190;AT4G21270;AT4G27060,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0016053,obsolete organic acid biosynthetic process,biological_process,342,157,7,1.374082765299661,0.2484106940739975,AT1G31230;AT2G38010;AT3G53580;AT3G59970;AT4G24830;AT5G17920;AT5G58980,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0046394,carboxylic acid biosynthetic process,biological_process,342,157,7,1.374082765299661,0.2484106940739975,AT1G31230;AT2G38010;AT3G53580;AT3G59970;AT4G24830;AT5G17920;AT5G58980,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0030234,enzyme regulator activity,molecular_function,342,267,11,1.2696848237948175,0.2503866114381722,AT1G05520;AT2G20440;AT2G26040;AT3G01015;AT3G11520;AT3G16410;AT3G59010;AT3G60740,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0004386,helicase activity,molecular_function,342,79,4,1.560441187356577,0.2540721556986205,AT2G35340;AT2G47680;AT3G26560;AT3G62310,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:1901135,carbohydrate derivative metabolic process,biological_process,342,268,11,1.2649471938552848,0.2541544587733566,AT1G31220;AT1G32380;AT1G47840;AT1G64190;AT2G42910;AT3G57610;AT4G33790;AT5G25980,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0006665,sphingolipid metabolic process,biological_process,342,30,2,2.0545808966861596,0.2542409633079956,AT2G38010;AT5G58980,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",molecular_function,342,30,2,2.0545808966861596,0.2542409633079956,AT2G38010;AT5G58980,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0008194,UDP-glycosyltransferase activity,molecular_function,342,105,5,1.4675577833472568,0.2546774542938654,AT1G78270;AT2G31790;AT3G55710;AT4G15500;AT4G36770,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0008652,amino acid biosynthetic process,biological_process,342,105,5,1.4675577833472568,0.2546774542938654,AT1G31230;AT3G53580;AT3G59970;AT4G24830;AT5G17920,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0002098,tRNA wobble uridine modification,biological_process,342,9,1,3.424301494476933,0.2569469901720017,AT2G13440,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0007019,microtubule depolymerization,biological_process,342,9,1,3.424301494476933,0.2569469901720017,AT3G49650,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0009085,L-lysine biosynthetic process,biological_process,342,9,1,3.424301494476933,0.2569469901720017,AT3G53580,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0019905,syntaxin binding,molecular_function,342,9,1,3.424301494476933,0.2569469901720017,AT2G17980,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0035673,oligopeptide transmembrane transporter activity,molecular_function,342,9,1,3.424301494476933,0.2569469901720017,AT5G64410,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:1904680,peptide transmembrane transporter activity,molecular_function,342,9,1,3.424301494476933,0.2569469901720017,AT5G64410,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function,342,186,8,1.3255360623781676,0.2574074473575521,AT1G69120;AT2G02820;AT2G45660;AT3G54340;AT4G01460;AT4G24540;AT5G11060;AT5G26630,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0051234,establishment of localization,biological_process,342,1138,41,1.110340291267125,0.2591117164541404,AT1G02530;AT1G02690;AT1G05520;AT1G10970;AT1G10980;AT1G12110;AT1G20840;AT1G23490,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0051179,localization,biological_process,342,1227,44,1.1051535385597926,0.2597369969719935,AT1G02530;AT1G02690;AT1G05520;AT1G10970;AT1G10980;AT1G12110;AT1G20840;AT1G23490,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0099081,supramolecular polymer,cellular_component,342,106,5,1.4537128985986978,0.2608439238384348,AT3G01015;AT3G49650;AT4G05190;AT4G21270;AT5G12250,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0099512,supramolecular fiber,cellular_component,342,106,5,1.4537128985986978,0.2608439238384348,AT3G01015;AT3G49650;AT4G05190;AT4G21270;AT5G12250,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0099513,polymeric cytoskeletal fiber,cellular_component,342,106,5,1.4537128985986978,0.2608439238384348,AT3G01015;AT3G49650;AT4G05190;AT4G21270;AT5G12250,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0006720,isoprenoid metabolic process,biological_process,342,80,4,1.5409356725146195,0.261238127650715,AT1G78970;AT3G14440;AT4G36770;AT5G44630,0.8705306791502679
primary|leaf_final|up,primary,leaf_final,up,GO:0006400,tRNA modification,biological_process,342,55,3,1.6810207336523124,0.2641053806086169,AT1G68460;AT2G13440;AT3G63110,0.8774344422027244
primary|leaf_final|up,primary,leaf_final,up,GO:0016301,kinase activity,molecular_function,342,643,24,1.1503096777714117,0.2658690949723687,AT1G22940;AT1G47840;AT1G58643;AT1G59312;AT1G69910;AT1G77740;AT2G23200;AT2G34650,0.8806414767403083
primary|leaf_final|up,primary,leaf_final,up,GO:0008047,enzyme activator activity,molecular_function,342,81,4,1.5219117753230813,0.2684427133922267,AT1G05520;AT2G20440;AT3G01015;AT3G60740,0.8865039307533716
primary|leaf_final|up,primary,leaf_final,up,GO:0019222,regulation of metabolic process,biological_process,342,996,36,1.1139294018177974,0.2698766149966056,AT1G05460;AT1G06760;AT1G14790;AT1G24190;AT1G49130;AT1G66350;AT1G69120;AT1G69440,0.8885788248992716
primary|leaf_final|up,primary,leaf_final,up,GO:0005684,U2-type spliceosomal complex,cellular_component,342,56,3,1.651002506265664,0.2729563066415145,AT1G06220;AT1G07360;AT3G13210,0.8960440661475908
primary|leaf_final|up,primary,leaf_final,up,GO:0000145,exocyst,cellular_component,342,32,2,1.9261695906432748,0.2785439183398683,AT5G12370;AT5G59730,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:1901702,salt transmembrane transporter activity,molecular_function,342,136,6,1.3596491228070176,0.2799069004433969,AT1G10970;AT2G32270;AT2G36830;AT4G01840;AT4G17340;AT4G37640,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0000339,RNA cap binding,molecular_function,342,10,1,3.081871345029239,0.2810780441422966,AT2G13540,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0006298,mismatch repair,biological_process,342,10,1,3.081871345029239,0.2810780441422966,AT3G24495,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0008574,plus-end-directed microtubule motor activity,molecular_function,342,10,1,3.081871345029239,0.2810780441422966,AT3G49650,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0030008,TRAPP complex,cellular_component,342,10,1,3.081871345029239,0.2810780441422966,AT5G16280,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0042752,regulation of circadian rhythm,biological_process,342,10,1,3.081871345029239,0.2810780441422966,AT3G63180,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0045165,cell fate commitment,biological_process,342,10,1,3.081871345029239,0.2810780441422966,AT1G69180,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0000976,transcription cis-regulatory region binding,molecular_function,342,332,13,1.2067568519692804,0.2823056794712296,AT1G69120;AT2G02820;AT2G45100;AT2G45660;AT3G12280;AT3G54340;AT4G01460;AT4G20970,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0001067,transcription regulatory region nucleic acid binding,molecular_function,342,332,13,1.2067568519692804,0.2823056794712296,AT1G69120;AT2G02820;AT2G45100;AT2G45660;AT3G12280;AT3G54340;AT4G01460;AT4G20970,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0016310,phosphorylation,biological_process,342,418,16,1.1796636727384648,0.2830165417174089,AT1G21590;AT1G47840;AT1G69910;AT2G16750;AT2G23200;AT2G34650;AT3G06030;AT3G17850,0.899617422231418
primary|leaf_final|up,primary,leaf_final,up,GO:0019439,obsolete aromatic compound catabolic process,biological_process,342,110,5,1.400850611376927,0.2858372219678736,AT2G13540;AT3G13290;AT3G13300;AT3G60500;AT5G59710,0.9059104275836078
primary|leaf_final|up,primary,leaf_final,up,GO:0071824,protein-DNA complex organization,biological_process,342,84,4,1.467557783347257,0.2902553640042122,AT1G17440;AT1G54360;AT3G45930;AT5G59690,0.9059104275836078
primary|leaf_final|up,primary,leaf_final,up,GO:0006006,glucose metabolic process,biological_process,342,33,2,1.867800815169236,0.2906809222608828,AT1G47840;AT4G37870,0.9059104275836078
primary|leaf_final|up,primary,leaf_final,up,GO:0015979,photosynthesis,biological_process,342,33,2,1.867800815169236,0.2906809222608828,AT1G61520;AT2G40100,0.9059104275836078
primary|leaf_final|up,primary,leaf_final,up,GO:0016782,"transferase activity, transferring sulphur-containing groups",molecular_function,342,33,2,1.867800815169236,0.2906809222608828,AT1G13430;AT1G74090,0.9059104275836078
primary|leaf_final|up,primary,leaf_final,up,GO:0072329,monocarboxylic acid catabolic process,biological_process,342,33,2,1.867800815169236,0.2906809222608828,AT1G64190;AT5G48230,0.9059104275836078
