gene_set,analysis,covariate,direction,go_id,go_name,go_aspect,genes_in_set,genes_in_term,overlap,fold_enrichment,p_value,example_genes,fdr
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004843,cysteine-type deubiquitinase activity,molecular_function,510,37,3,1.6756756756756757,0.2651946129064009,AT1G50670;AT3G02070;AT5G04250,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009891,positive regulation of biosynthetic process,biological_process,510,145,9,1.282758620689655,0.2688029787490127,AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT4G32910;AT5G04840;AT5G12230;AT5G19480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0010557,positive regulation of macromolecule biosynthetic process,biological_process,510,145,9,1.282758620689655,0.2688029787490127,AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT4G32910;AT5G04840;AT5G12230;AT5G19480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031328,obsolete positive regulation of cellular biosynthetic process,biological_process,510,145,9,1.282758620689655,0.2688029787490127,AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT4G32910;AT5G04840;AT5G12230;AT5G19480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000281,mitotic cytokinesis,biological_process,510,21,2,1.9682539682539684,0.2702369442271098,AT1G55850;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008080,N-acetyltransferase activity,molecular_function,510,21,2,1.9682539682539684,0.2702369442271098,AT1G18335;AT3G02980,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0048024,"regulation of mRNA splicing, via spliceosome",biological_process,510,21,2,1.9682539682539684,0.2702369442271098,AT1G07350;AT2G38610,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0061640,cytoskeleton-dependent cytokinesis,biological_process,510,21,2,1.9682539682539684,0.2702369442271098,AT1G55850;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006338,chromatin remodeling,biological_process,510,55,4,1.503030303030303,0.275248038758548,AT3G07740;AT3G49830;AT4G16420;AT4G38495,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019941,modification-dependent protein catabolic process,biological_process,510,298,17,1.1789709172259508,0.2755753803425738,AT1G21410;AT1G27840;AT1G50670;AT1G61150;AT2G17020;AT2G33000;AT2G42030;AT3G07550,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1901617,obsolete organic hydroxy compound biosynthetic process,biological_process,510,73,5,1.4155251141552512,0.2780402012239507,AT2G15490;AT3G44970;AT5G07370;AT5G24160;AT5G60540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0042578,phosphoric ester hydrolase activity,molecular_function,510,241,14,1.2005532503457814,0.2781374692587091,AT1G47380;AT2G17280;AT2G40116;AT3G02870;AT3G14205;AT3G17790;AT3G47220;AT3G51370,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000123,histone acetyltransferase complex,cellular_component,510,38,3,1.631578947368421,0.2785121414140936,AT3G49830;AT4G31720;AT4G33890,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005484,SNAP receptor activity,molecular_function,510,38,3,1.631578947368421,0.2785121414140936,AT1G26670;AT2G45200;AT5G26980,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0048608,reproductive structure development,biological_process,510,38,3,1.631578947368421,0.2785121414140936,AT1G20900;AT1G76500;AT3G05120,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1990234,transferase complex,cellular_component,510,396,22,1.148148148148148,0.2805928737241048,AT1G03280;AT1G21410;AT1G27840;AT1G54210;AT1G54610;AT2G17020;AT2G19930;AT2G22490,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0045333,cellular respiration,biological_process,510,56,4,1.4761904761904765,0.2861792363713005,AT2G42790;AT4G22260;AT5G51040;AT5G58330,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005525,GTP binding,molecular_function,510,74,5,1.3963963963963963,0.2874897213572926,AT1G06400;AT1G17470;AT1G75840;AT2G18390;AT3G62290,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000910,cytokinesis,biological_process,510,22,2,1.878787878787879,0.2884895519583021,AT1G55850;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006383,transcription by RNA polymerase III,biological_process,510,22,2,1.878787878787879,0.2884895519583021,AT3G28956;AT3G53270,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",molecular_function,510,22,2,1.878787878787879,0.2884895519583021,AT1G73680;AT4G14716,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051274,beta-glucan biosynthetic process,biological_process,510,22,2,1.878787878787879,0.2884895519583021,AT1G55850;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0099402,plant organ development,biological_process,510,22,2,1.878787878787879,0.2884895519583021,AT3G05120;AT5G24690,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function,510,186,11,1.2222222222222223,0.2898742694442016,AT1G18335;AT2G17640;AT2G23010;AT2G34070;AT3G02980;AT3G09320;AT3G10450;AT3G11570,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016310,phosphorylation,biological_process,510,418,23,1.1371610845295057,0.2904463873457082,AT1G08650;AT1G29230;AT1G30270;AT1G49160;AT1G54610;AT1G61440;AT1G61490;AT1G70530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006511,ubiquitin-dependent protein catabolic process,biological_process,510,282,16,1.1725768321513002,0.2908750921416793,AT1G21410;AT1G27840;AT1G50670;AT1G61150;AT2G17020;AT2G33000;AT2G42030;AT3G07550,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0032984,protein-containing complex disassembly,biological_process,510,39,3,1.5897435897435896,0.2918908907065742,AT1G11400;AT2G16700;AT4G34970,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000812,Swr1 complex,cellular_component,510,7,1,2.952380952380953,0.2933925069090901,AT3G49830,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006596,polyamine biosynthetic process,biological_process,510,7,1,2.952380952380953,0.2933925069090901,AT3G02470,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0007041,lysosomal transport,biological_process,510,7,1,2.952380952380953,0.2933925069090901,AT3G28430,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009411,response to UV,biological_process,510,7,1,2.952380952380953,0.2933925069090901,AT5G58760,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015108,chloride transmembrane transporter activity,molecular_function,510,7,1,2.952380952380953,0.2933925069090901,AT3G27170,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015205,nucleobase transmembrane transporter activity,molecular_function,510,7,1,2.952380952380953,0.2933925069090901,AT5G03555,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015804,neutral amino acid transport,biological_process,510,7,1,2.952380952380953,0.2933925069090901,AT1G58360,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0042802,identical protein binding,molecular_function,510,7,1,2.952380952380953,0.2933925069090901,AT5G46180,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0048584,positive regulation of response to stimulus,biological_process,510,7,1,2.952380952380953,0.2933925069090901,AT3G05120,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0072657,protein localization to membrane,biological_process,510,93,6,1.3333333333333333,0.2944607198362351,AT3G09320;AT3G48570;AT3G51390;AT3G56930;AT4G15080;AT5G17550,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0045935,obsolete positive regulation of nucleobase-containing compound metabolic process,biological_process,510,187,11,1.2156862745098038,0.2957960783033567,AT1G07350;AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT3G12990;AT4G32910;AT5G04840,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000271,polysaccharide biosynthetic process,biological_process,510,57,4,1.4502923976608186,0.2971717342434979,AT1G18690;AT1G55850;AT1G77130;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016311,dephosphorylation,biological_process,510,112,7,1.2916666666666667,0.2984978443450909,AT1G47380;AT1G78200;AT2G33700;AT3G14205;AT3G51370;AT4G15030;AT5G28850,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008276,protein methyltransferase activity,molecular_function,510,40,3,1.55,0.3053119589619344,AT2G26810;AT5G23330;AT5G53920,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031201,SNARE complex,cellular_component,510,40,3,1.55,0.3053119589619344,AT1G26670;AT2G45200;AT5G26980,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0048522,positive regulation of cellular process,biological_process,510,227,13,1.1835535976505138,0.3054269156582338,AT1G07350;AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT3G05120;AT3G12990;AT4G32910,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006475,internal protein amino acid acetylation,biological_process,510,23,2,1.7971014492753623,0.3066877848043217,AT3G49830;AT4G31720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015035,protein-disulfide reductase activity,molecular_function,510,23,2,1.7971014492753623,0.3066877848043217,AT1G49880;AT2G01270,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016573,obsolete histone acetylation,biological_process,510,23,2,1.7971014492753623,0.3066877848043217,AT3G49830;AT4G31720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0018393,internal peptidyl-lysine acetylation,biological_process,510,23,2,1.7971014492753623,0.3066877848043217,AT3G49830;AT4G31720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0018394,peptidyl-lysine acetylation,biological_process,510,23,2,1.7971014492753623,0.3066877848043217,AT3G49830;AT4G31720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006457,protein folding,biological_process,510,133,8,1.2431077694235588,0.3151565370950735,AT1G07960;AT2G01270;AT2G18390;AT3G03773;AT3G47940;AT3G55520;AT3G62190;AT5G49060,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0061458,reproductive system development,biological_process,510,41,3,1.5121951219512195,0.3187572456863269,AT1G20900;AT1G76500;AT3G05120,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1901136,carbohydrate derivative catabolic process,biological_process,510,41,3,1.5121951219512195,0.3187572456863269,AT1G05620;AT1G52400;AT3G09260,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006366,transcription by RNA polymerase II,biological_process,510,59,4,1.4011299435028248,0.3192981658208666,AT1G02680;AT1G03280;AT3G53270;AT4G31720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015980,energy derivation by oxidation of organic compounds,biological_process,510,59,4,1.4011299435028248,0.3192981658208666,AT2G42790;AT4G22260;AT5G51040;AT5G58330,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,biological_process,510,59,4,1.4011299435028248,0.3192981658208666,AT1G21410;AT2G17020;AT3G07550;AT4G02740,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008023,transcription elongation factor complex,cellular_component,510,24,2,1.7222222222222223,0.3247942297323758,AT3G11220;AT5G08565,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0043484,regulation of RNA splicing,biological_process,510,24,2,1.7222222222222223,0.3247942297323758,AT1G07350;AT2G38610,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0043168,anion binding,molecular_function,510,250,14,1.157333333333333,0.325032879310101,AT1G06400;AT1G14040;AT1G17470;AT1G26730;AT1G49880;AT1G69480;AT1G75840;AT2G03260,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000209,protein polyubiquitination,biological_process,510,78,5,1.3247863247863247,0.3257981363588654,AT1G27840;AT1G64230;AT1G70660;AT5G50430;AT5G62540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006376,mRNA splice site recognition,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT5G17440,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0007186,G protein-coupled receptor signaling pathway,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT2G26300,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015112,nitrate transmembrane transporter activity,molecular_function,510,8,1,2.5833333333333335,0.3276059144355653,AT3G27170,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0017157,regulation of exocytosis,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT3G09900,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0045787,positive regulation of cell cycle,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT5G61960,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0048437,floral organ development,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT3G05120,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051046,regulation of secretion,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT3G09900,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051879,Hsp90 protein binding,molecular_function,510,8,1,2.5833333333333335,0.3276059144355653,AT3G03773,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0070847,core mediator complex,cellular_component,510,8,1,2.5833333333333335,0.3276059144355653,AT5G03500,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1903530,regulation of secretion by cell,biological_process,510,8,1,2.5833333333333335,0.3276059144355653,AT3G09900,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016798,"hydrolase activity, acting on glycosyl bonds",molecular_function,510,154,9,1.207792207792208,0.3288657333620139,AT1G02310;AT1G02850;AT1G05620;AT1G52400;AT1G60260;AT3G09260;AT3G12500;AT4G27830,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005509,calcium ion binding,molecular_function,510,60,4,1.3777777777777778,0.3304114809578106,AT1G35720;AT3G16640;AT3G50360;AT4G03290,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006661,phosphatidylinositol biosynthetic process,biological_process,510,42,3,1.4761904761904765,0.332209460922834,AT3G07140;AT3G21530;AT5G14850,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031248,protein acetyltransferase complex,cellular_component,510,42,3,1.4761904761904765,0.332209460922834,AT3G49830;AT4G31720;AT4G33890,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1902493,acetyltransferase complex,cellular_component,510,42,3,1.4761904761904765,0.332209460922834,AT3G49830;AT4G31720;AT4G33890,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051603,obsolete proteolysis involved in protein catabolic process,biological_process,510,370,20,1.1171171171171173,0.3362126838323606,AT1G09850;AT1G21410;AT1G27840;AT1G50670;AT1G61150;AT2G17020;AT2G33000;AT2G34080,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",molecular_function,510,136,8,1.2156862745098038,0.3370290154731916,AT1G02310;AT1G02850;AT1G52400;AT1G60260;AT3G09260;AT3G12500;AT4G27830;AT5G24090,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005667,transcription regulator complex,cellular_component,510,98,6,1.2653061224489794,0.337436460374,AT1G03280;AT2G37060;AT3G53270;AT4G31720;AT5G03500;AT5G42060,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0022411,cellular component disassembly,biological_process,510,61,4,1.355191256830601,0.3415448884684455,AT1G11400;AT1G54210;AT2G16700;AT4G34970,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005747,obsolete mitochondrial respiratory chain complex I,cellular_component,510,25,2,1.653333333333333,0.3427752078698692,AT3G08610;AT3G62790,0.9999999997579768
