generic,mission,sample_type,sample_subtype,original_weight_g,pristinity_pct,station,landmark,generic_description,has_pds_photos,n_pds_photos,n_pds_jpegs,has_compendium,compendium_url,has_thin_section,has_3d_scan,has_display,is_osd476_regolith
14289,Apollo 14,Residue,,0.2,100.0,ALSEP,,,False,0,0,False,,False,False,False,False
14290,Apollo 14,Soil,<1 mm,23.63,92.653,H,,"Fines, < 1mm",False,0,0,False,,False,False,False,False
14291,Apollo 14,Soil,1-2 mm,2.12,100.0,H,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
14292,Apollo 14,Soil,2-4 mm,3.53,100.0,H,,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
14293,Apollo 14,Soil,4-10 mm,5.2,89.231,H,,"Fines, 4-10mm",False,0,0,False,,True,False,False,False
14294,Apollo 14,Breccia,Fragmental,3.43,100.0,H,,,True,4,4,False,,False,False,False,False
14295,Apollo 14,Breccia,Fragmental,1.24,100.0,H,,,True,4,4,False,,False,False,False,False
14296,Apollo 14,Breccia,Fragmental,2.26,100.0,H,,,True,4,4,False,,False,False,False,False
14297,Apollo 14,Breccia,Fragmental,1.73,74.57,H,,,True,6,6,False,,True,False,False,False
14298,Apollo 14,Soil,<1 mm,116.7,54.147,,,"Fines, < 1mm",False,0,0,False,,False,False,False,False
14299,Apollo 14,Soil,<1 mm,225.2,99.73,,,"Fines, < 1mm",False,0,0,False,,False,False,False,False
14300,Apollo 14,Unclassified,,4.06,0.0,ALSEP,,,False,0,0,False,,False,False,False,False
14301,Apollo 14,Breccia,Regolith,1361.0,76.538,G1,NORTH TRIPLET CRATER,Vitric Matrix Breccia,True,126,126,True,https://curator.jsc.nasa.gov/lunar/lsc/14301.pdf,True,False,False,False
14302,Apollo 14,Unclassified,,0.0,0.0,ALSEP,,,False,0,0,False,,False,False,False,False
14303,Apollo 14,Breccia,Fragmental,898.4,76.231,ALSEP,,Crystalline Matrix Breccia,True,105,105,True,https://curator.jsc.nasa.gov/lunar/lsc/14303.pdf,True,False,False,False
14304,Apollo 14,Breccia,Impact Melt,2499.0,97.118,ALSEP,,Crystalline Matrix Breccia,True,75,75,True,https://curator.jsc.nasa.gov/lunar/lsc/14304.pdf,True,False,False,False
14305,Apollo 14,Breccia,Fragmental,2498.0,76.672,ALSEP,,Crystalline Matrix Breccia,True,259,259,True,https://curator.jsc.nasa.gov/lunar/lsc/14305.pdf,True,True,True,False
14306,Apollo 14,Breccia,Fragmental,584.5,129.135,G,NORTH TRIPLET RIM,Crystalline Matrix Breccia,True,123,123,True,https://curator.jsc.nasa.gov/lunar/lsc/14306.pdf,True,False,False,False
14307,Apollo 14,Breccia,Regolith,155.0,58.845,G,NORTH TRIPLET RIM,Vitric Matrix Breccia,True,139,139,True,https://curator.jsc.nasa.gov/lunar/lsc/14307.pdf,True,False,False,False
14308,Apollo 14,Unclassified,,0.0,0.0,Dg,,Vitric Matrix Breccia,False,0,0,False,,False,False,False,False
14309,Apollo 14,Breccia,Regolith,42.4,95.717,Dg,,Breccia?,True,44,44,True,https://curator.jsc.nasa.gov/lunar/lsc/14309.pdf,True,False,False,False
14310,Apollo 14,Breccia,Impact Melt,3439.0,68.465,G,NORTH TRIPLET RIM,Melt Rock,True,288,288,True,https://curator.jsc.nasa.gov/lunar/lsc/14310.pdf,True,False,True,False
14311,Apollo 14,Breccia,Impact Melt,3204.0,89.273,Dg,,Crystalline Matrix Breccia,True,271,271,True,https://curator.jsc.nasa.gov/lunar/lsc/14311.pdf,True,False,True,False
14312,Apollo 14,Breccia,Fragmental,299.0,89.42,H,TURTLE ROCK,Crystalline Matrix Breccia,True,82,82,True,https://curator.jsc.nasa.gov/lunar/lsc/14312.pdf,True,False,False,False
14313,Apollo 14,Breccia,Regolith,144.0,72.343,G1,NORTH TRIPLET CRATER,Vitric Matrix Breccia,True,116,116,True,https://curator.jsc.nasa.gov/lunar/lsc/14313.pdf,True,False,False,False
14314,Apollo 14,Breccia,Fragmental,115.7,93.536,H,TURTLE ROCK,Crystalline Matrix Breccia,True,57,57,True,https://curator.jsc.nasa.gov/lunar/lsc/14314.pdf,True,False,False,False
14315,Apollo 14,Breccia,Regolith,115.0,84.433,H,NORTH BOULDER FIELD,Vitric Matrix Breccia,True,26,26,True,https://curator.jsc.nasa.gov/lunar/lsc/14315.pdf,True,False,False,False
14316,Apollo 14,Breccia,Regolith,38.2,96.872,H,,Vitric Matrix Breccia,True,47,47,True,https://curator.jsc.nasa.gov/lunar/lsc/14316.pdf,True,True,False,False
14317,Apollo 14,Breccia,Regolith,16.1,95.59,H,,Vitric Matrix Breccia,True,48,48,True,https://curator.jsc.nasa.gov/lunar/lsc/14317.pdf,True,False,False,False
14318,Apollo 14,Breccia,Regolith,600.2,72.742,H,NORTH BOULDER FIELD,Vitric Matrix Breccia,True,56,56,True,https://curator.jsc.nasa.gov/lunar/lsc/14318.pdf,True,False,False,False
14319,Apollo 14,Breccia,Fragmental,211.6,75.212,H,TURTLE ROCK,Crystalline Matrix Breccia,True,71,71,True,https://curator.jsc.nasa.gov/lunar/lsc/14319.pdf,True,False,False,False
14320,Apollo 14,Breccia,Fragmental,64.9,92.327,H,NORTH BOULDER FIELD,Crystalline Matrix Breccia,True,56,56,True,https://curator.jsc.nasa.gov/lunar/lsc/14320.pdf,True,False,False,False
14321,Apollo 14,Breccia,Fragmental,8998.0,72.737,C1,BIG BERTHA,Crystalline Matrix Breccia,True,456,456,True,https://curator.jsc.nasa.gov/lunar/lsc/14321.pdf,True,True,True,False
14399,Apollo 14,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
14402,Apollo 14,Residue,,0.2,100.0,,,,False,0,0,False,,False,False,False,False
14408,Apollo 14,Unclassified,,72.0,0.0,,,,False,0,0,False,,False,False,False,False
14409,Apollo 14,Unclassified,,0.5,0.0,,,,False,0,0,False,,False,False,False,False
14411,Apollo 14,Core,Unsieved,5.53,1.808,A,,Core bit double core.,False,0,0,False,,False,False,False,False
14412,Apollo 14,Unclassified,,0.377,0.0,,,,True,3,3,False,,True,False,False,False
14414,Apollo 14,Core,Unsieved,5.46,1.832,G,NORTH TRIPLET RIM,Core bit first single core.,False,0,0,False,,False,False,False,False
14421,Apollo 14,Soil,Unsieved,260.9,59.524,,,"Fines, Unsieved. Reserved from unsieved comprehensive sample.",False,0,0,False,,False,False,False,False
14422,Apollo 14,Soil,<1 mm,2400.0,97.241,,,"Fines, < 1mm. Reserve from 14163.",False,0,0,False,,False,False,False,False
14423,Apollo 14,Unclassified,,285.6,0.0,,,,False,0,0,False,,False,False,False,False
14425,Apollo 14,Breccia,Glass,0.79,0.0,LM,,8mm Spherule. Part of bulk fines sample.,True,9,9,True,https://curator.jsc.nasa.gov/lunar/lsc/14425.pdf,True,False,False,False
14426,Apollo 14,Breccia,Fragmental,1.59,100.0,LM,,Part of bulk fines sample.,True,4,4,False,,False,False,False,False
14427,Apollo 14,Breccia,Fragmental,4.47,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14428,Apollo 14,Breccia,Impact Melt,1.47,95.92,LM,,Crystalline Matrix Breccia. Part of bulk fines sample.,True,6,6,False,,True,False,False,False
14429,Apollo 14,Breccia,Impact Melt,3.03,97.03,LM,,Crystalline Matrix Breccia. Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14430,Apollo 14,Breccia,Fragmental,4.81,90.48,LM,,Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14431,Apollo 14,Breccia,Impact Melt,1.7,50.647,LM,,Melt Rock. Part of bulk fines sample.,True,6,6,False,,True,False,False,False
14432,Apollo 14,Breccia,Unclassified,1.81,69.61,,,,False,0,0,False,,False,False,False,False
14433,Apollo 14,Breccia,Fragmental,1.23,60.16,LM,,Basalt?. Part of bulk fines sample.,True,2,2,False,,False,False,False,False
14434,Apollo 14,Breccia,Fragmental,1.68,67.798,LM,,Crystalline Matrix Breccia. Part of bulk fines sample.,True,6,6,False,,True,False,False,False
14435,Apollo 14,Breccia,Fragmental,0.92,96.74,LM,,Crystalline Matrix Breccia. Part of bulk fines sample.,True,6,6,False,,True,False,False,False
14436,Apollo 14,Breccia,Impact Melt,3.76,92.55,LM,,Basalt?. Part of bulk fines sample.,True,7,7,False,,True,False,False,False
14437,Apollo 14,Breccia,Unclassified,2.65,100.0,LM,,Part of bulk fines sample.,True,1,1,False,,False,False,False,False
14438,Apollo 14,Breccia,Unclassified,3.35,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14439,Apollo 14,Breccia,Regolith,1.0,100.0,LM,,Part of bulk fines sample.,True,1,1,False,,False,False,False,False
14440,Apollo 14,Breccia,Impact Melt,1.5,81.87,LM,,Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14441,Apollo 14,Breccia,Fragmental,0.23,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14442,Apollo 14,Breccia,Unclassified,3.52,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14443,Apollo 14,Breccia,Impact Melt,2.54,80.79,LM,,Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14444,Apollo 14,Breccia,Impact Melt,1.56,92.31,LM,,Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14445,Apollo 14,Breccia,Fragmental,9.22,95.44,LM,,Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14446,Apollo 14,Breccia,Fragmental,0.82,61.59,LM,,Part of bulk fines sample.,True,4,4,False,,True,False,False,False
14447,Apollo 14,Breccia,Fragmental,0.91,100.0,LM,,Part of bulk fines sample.,True,4,4,False,,False,False,False,False
14448,Apollo 14,Breccia,Agglomerate,1.06,100.0,LM,,Part of bulk fines sample.,True,4,4,False,,False,False,False,False
14449,Apollo 14,Breccia,Fragmental,1.7,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14450,Apollo 14,Breccia,Fragmental,1.27,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14451,Apollo 14,Breccia,Fragmental,2.1,91.9,LM,,Part of bulk fines sample.,True,6,6,False,,True,False,False,False
14452,Apollo 14,Breccia,Fragmental,1.77,100.0,LM,,Part of bulk fines sample.,True,6,6,False,,False,False,False,False
14453,Apollo 14,Breccia,Fragmental,6.03,86.22,LM,,Part of bulk fines sample.,True,6,6,False,,True,False,False,False
14454,Apollo 14,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
14455,Apollo 14,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
14500,Apollo 14,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
15001,Apollo 15,Core,Unsieved,232.8,54.578,8,ALSEP,,True,103,103,False,,True,False,False,False
15002,Apollo 15,Core,Unsieved,210.1,64.125,8,ALSEP,,True,48,48,False,,True,False,False,False
15003,Apollo 15,Core,Unsieved,223.0,68.377,8,ALSEP,,True,138,137,False,,True,False,False,False
15004,Apollo 15,Core,Unsieved,227.9,62.846,8,ALSEP,,True,45,45,False,,True,False,False,False
15005,Apollo 15,Core,Unsieved,239.1,60.919,8,ALSEP,,True,29,29,False,,False,False,False,False
15006,Apollo 15,Core,Unsieved,210.6,67.042,8,ALSEP,,True,29,29,False,,True,False,False,False
15007,Apollo 15,Core,Unsieved,768.2,76.878,2,ST. GEORGE CRATER,,True,260,260,True,https://curator.jsc.nasa.gov/lunar/lsc/15007.pdf,True,False,False,False
15008,Apollo 15,Core,Unsieved,510.2,76.632,2,ST. GEORGE CRATER,,True,158,158,False,,True,False,False,False
15009,Apollo 15,Core,Unsieved,622.0,75.779,6,APPENINE FRONT,,True,189,188,True,https://curator.jsc.nasa.gov/lunar/lsc/15009.pdf,True,False,False,False
15010,Apollo 15,Core,Unsieved,740.4,78.932,9A,HADLEY RILLE,,True,591,591,True,https://curator.jsc.nasa.gov/lunar/lsc/15010.pdf,True,False,False,False
15011,Apollo 15,Core,Unsieved,660.7,77.303,9A,HADLEY RILLE,,True,218,218,False,,True,False,False,False
15012,Apollo 15,Soil,Unsieved,312.2,5.766,6,APPENINE FRONT,,True,2,2,True,https://curator.jsc.nasa.gov/lunar/lsc/15012.pdf,True,False,False,False
15013,Apollo 15,Soil,Unsieved,296.2,8.799,LM,,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/15013.pdf,True,False,False,False
15014,Apollo 15,Special,,333.2,100.0,8,ALSEP,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/15014.pdf,False,False,False,False
15015,Apollo 15,Breccia,Regolith,4770.0,82.688,LM,,,True,118,118,True,https://curator.jsc.nasa.gov/lunar/lsc/15015.pdf,True,False,True,False
15016,Apollo 15,Basalt,Olivine,923.7,75.489,3,RHYSLING,"M.G. ol-norm.ol & px phenos, highly vesicular",True,77,77,False,,True,True,True,False
15017,Apollo 15,Breccia,Glass,9.8,69.02,LM,,Glass shell,True,23,23,True,https://curator.jsc.nasa.gov/lunar/lsc/15017.pdf,True,False,False,False
15018,Apollo 15,Breccia,Unclassified,5.7,100.0,8,,Vesicular glass,False,0,0,False,,False,False,False,False
15019,Apollo 15,Breccia,Agglomerate,1.2,55.833,8,,Agglutinitic breccia,True,4,4,False,,True,False,False,False
15020,Apollo 15,Soil,Unsieved,88.7,98.869,LM,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15021,Apollo 15,Soil,<1 mm,503.0,78.662,LM,,,True,10,10,True,https://curator.jsc.nasa.gov/lunar/lsc/15021.pdf,True,False,False,False
15022,Apollo 15,Soil,1-2 mm,10.0,75.3,LM,,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15023,Apollo 15,Soil,2-4 mm,5.0,78.0,LM,,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
15024,Apollo 15,Soil,4-10 mm,3.6,106.111,LM,,,True,9,9,False,,False,False,False,False
15025,Apollo 15,Breccia,Regolith,77.3,91.226,LM,,,True,52,52,True,https://curator.jsc.nasa.gov/lunar/lsc/15025.pdf,True,False,False,False
15026,Apollo 15,Breccia,Regolith,1.1,81.364,LM,,Glass-coated,True,4,4,False,,True,False,False,False
15027,Apollo 15,Breccia,Regolith,51.0,97.294,LM,,Vesicular glass,True,51,51,False,,True,False,False,False
15028,Apollo 15,Breccia,Regolith,59.4,95.286,LM,,Vesicular glass,True,70,70,True,https://curator.jsc.nasa.gov/lunar/lsc/15028.pdf,True,False,False,False
15030,Apollo 15,Soil,Unsieved,75.3,99.865,8,ALSEP,"Fines, Unsieved",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/15030.pdf,False,False,False,False
15031,Apollo 15,Soil,<1 mm,207.8,73.947,8,ALSEP,,True,9,9,False,,True,False,False,False
15032,Apollo 15,Soil,1-2 mm,7.0,81.614,8,ALSEP,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15033,Apollo 15,Soil,2-4 mm,6.6,100.0,8,ALSEP,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15034,Apollo 15,Soil,4-10 mm,7.0,96.0,8,ALSEP,,True,8,8,False,,False,False,False,False
15040,Apollo 15,Soil,Unsieved,113.4,99.843,8,ALSEP,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15041,Apollo 15,Soil,<1 mm,269.6,78.155,8,ALSEP,,True,8,8,False,,True,False,False,False
15042,Apollo 15,Soil,1-2 mm,5.1,84.51,8,ALSEP,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15043,Apollo 15,Soil,2-4 mm,2.8,96.393,8,ALSEP,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
15044,Apollo 15,Soil,4-10 mm,1.5,90.0,8,ALSEP,,True,5,5,False,,False,False,False,False
15058,Apollo 15,Basalt,Pigeonite,2672.0,65.729,8,ALSEP,"Porphyritic  pigeonite, subophitic, QNB, radiate plag",True,100,100,False,,True,False,True,False
15059,Apollo 15,Breccia,Regolith,1149.0,82.921,LM,,Vesicular glass,True,88,88,True,https://curator.jsc.nasa.gov/lunar/lsc/15059.pdf,True,False,False,False
15065,Apollo 15,Basalt,Pigeonite,1475.0,88.679,1,ELBOW CRATER,"Porphyritic pigeonite, subophitic QNB",True,102,102,False,,True,False,False,False
15070,Apollo 15,Soil,Unsieved,51.3,99.71,1,ELBOW CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15071,Apollo 15,Soil,<1 mm,100.7,48.018,1,ELBOW CRATER,,True,1,1,True,https://curator.jsc.nasa.gov/lunar/lsc/15071.pdf,True,False,False,False
15072,Apollo 15,Soil,1-2 mm,3.0,51.667,1,ELBOW CRATER,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15073,Apollo 15,Soil,2-4 mm,1.4,100.0,1,ELBOW CRATER,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15074,Apollo 15,Soil,4-10 mm,1.3,85.615,1,ELBOW CRATER,,True,5,5,False,,False,False,False,False
15075,Apollo 15,Basalt,Pigeonite,809.3,55.95,1,ELBOW CRATER,Porphyritic pigeonite QNB,True,67,67,False,,True,False,True,False
15076,Apollo 15,Basalt,Pigeonite,400.5,85.6,1,ELBOW CRATER,Porphyritic pigeonite QNB,True,108,108,False,,True,False,False,False
15080,Apollo 15,Soil,Unsieved,73.5,85.469,1,ELBOW CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15081,Apollo 15,Soil,<1 mm,106.9,77.934,1,ELBOW CRATER,,True,2,2,False,,True,False,False,False
15082,Apollo 15,Soil,1-2 mm,2.0,66.0,1,ELBOW CRATER,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15083,Apollo 15,Soil,2-4 mm,1.8,63.889,1,ELBOW CRATER,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15084,Apollo 15,Soil,4-10 mm,1.1,57.27,1,ELBOW CRATER,,True,3,2,False,,False,False,False,False
15085,Apollo 15,Basalt,Pigeonite,471.3,85.182,1,ELBOW CRATER,Porphyritic pigeonite QNB,True,105,105,False,,True,False,False,False
15086,Apollo 15,Breccia,Regolith,216.5,51.055,1,ELBOW CRATER,,True,75,75,True,https://curator.jsc.nasa.gov/lunar/lsc/15086.pdf,True,False,False,False
15087,Apollo 15,Basalt,Pigeonite,5.7,100.0,1,ELBOW CRATER,Porphyritic pigeonite QNB,True,6,6,False,,False,False,False,False
15088,Apollo 15,Breccia,Regolith,1.8,100.0,1,ELBOW CRATER,,True,6,6,False,,False,False,False,False
15090,Apollo 15,Soil,Unsieved,39.3,99.41,2,ST. GEORGE CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15091,Apollo 15,Soil,<1 mm,162.9,88.06,2,ST. GEORGE CRATER,,True,3,3,True,https://curator.jsc.nasa.gov/lunar/lsc/15091.pdf,True,False,False,False
15092,Apollo 15,Soil,1-2 mm,2.7,90.741,2,ST. GEORGE CRATER,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
15093,Apollo 15,Soil,2-4 mm,0.6,100.0,2,ST. GEORGE CRATER,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15095,Apollo 15,Breccia,Unstudied,25.5,93.37,2,ST. GEORGE CRATER,"Polymict, glass-coated",True,12,12,True,https://curator.jsc.nasa.gov/lunar/lsc/15095.pdf,True,False,False,False
15100,Apollo 15,Soil,Unsieved,281.0,90.488,2,ST. GEORGE CRATER,"Fines, Unsieved",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/15100.pdf,False,False,False,False
15101,Apollo 15,Soil,<1 mm,637.6,88.32,2,ST. GEORGE CRATER,,True,6,6,False,,True,False,False,False
15102,Apollo 15,Soil,1-2 mm,12.2,76.525,2,ST. GEORGE CRATER,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15103,Apollo 15,Soil,2-4 mm,4.1,62.927,2,ST. GEORGE CRATER,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
15104,Apollo 15,Soil,4-10 mm,1.5,86.2,2,ST. GEORGE CRATER,,True,3,3,False,,True,False,False,False
15105,Apollo 15,Basalt,Olivine,5.6,86.07,2,ST. GEORGE CRATER,F.G. ol-norm,True,10,10,False,,True,False,False,False
15115,Apollo 15,Basalt,Pigeonite,4.0,85.5,2,ST. GEORGE CRATER,Porphyritic pigeonite QNB,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/15115.pdf,True,False,False,False
15116,Apollo 15,Basalt,Pigeonite,7.2,89.653,2,ST. GEORGE CRATER,Porphyritic pigeonite QNB,True,8,8,False,,True,False,False,False
15117,Apollo 15,Basalt,Pigeonite,23.3,78.67,2,ST. GEORGE CRATER,Porphyritic pigeonite QNB,True,12,12,False,,True,False,False,False
15118,Apollo 15,Basalt,Pigeonite,27.6,91.402,2,ST. GEORGE CRATER,Porphyritic pigeonite QNB,True,13,13,False,,True,False,False,False
15119,Apollo 15,Basalt,Olivine,14.1,74.071,2,ST. GEORGE CRATER,F.G. ol-norm mare basalt and regolith breccia,True,12,12,False,,True,False,False,False
15125,Apollo 15,Basalt,Pigeonite,6.5,86.123,2,ST. GEORGE CRATER,"Porphyritic pigeonite QNB, vitrophyre",True,12,12,False,,True,False,False,False
15135,Apollo 15,Breccia,Regolith,1.6,0.0,2,ST. GEORGE CRATER,Agglutinate,True,10,10,False,,True,False,False,False
15145,Apollo 15,Breccia,Regolith,15.1,87.748,2,ST. GEORGE CRATER,Monomict ol-norm (?) mare basalt breccia,True,10,10,False,,True,False,False,False
15146,Apollo 15,Breccia,Regolith,1.0,80.0,2,ST. GEORGE CRATER,Mare basalt (monomict?) breccia,True,3,3,False,,True,False,False,False
15147,Apollo 15,Breccia,Regolith,3.7,100.0,2,ST. GEORGE CRATER,,True,4,4,False,,False,False,False,False
15148,Apollo 15,Breccia,Regolith,3.0,100.0,2,ST. GEORGE CRATER,,True,3,3,False,,False,False,False,False
15200,Apollo 15,Soil,Unsieved,7.7,100.0,2,ST. GEORGE CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15201,Apollo 15,Soil,<1 mm,18.3,88.765,2,ST. GEORGE CRATER,"Fines, < 1mm",False,0,0,False,,False,False,False,False
15202,Apollo 15,Soil,1-2 mm,0.4,75.0,2,ST. GEORGE CRATER,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
15203,Apollo 15,Soil,2-4 mm,0.2,180.0,2,ST. GEORGE CRATER,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15204,Apollo 15,Soil,4-10 mm,0.1,80.0,2,ST. GEORGE CRATER,,True,1,1,False,,False,False,False,False
15205,Apollo 15,Breccia,Regolith,337.3,24.697,2,ST. GEORGE CRATER,Glass-coated,True,109,109,True,https://curator.jsc.nasa.gov/lunar/lsc/15205.pdf,True,False,False,False
15206,Apollo 15,Breccia,Impact Melt,92.0,62.239,2,ST. GEORGE CRATER,Melted regolith breccia,True,72,72,True,https://curator.jsc.nasa.gov/lunar/lsc/15206.pdf,True,False,False,False
15210,Apollo 15,Soil,Unsieved,221.2,94.53,2,ST. GEORGE CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15211,Apollo 15,Soil,<1 mm,163.5,88.278,2,ST. GEORGE CRATER,,True,1,1,True,https://curator.jsc.nasa.gov/lunar/lsc/15211.pdf,True,False,False,False
15212,Apollo 15,Soil,1-2 mm,3.6,88.611,2,ST. GEORGE CRATER,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
15213,Apollo 15,Soil,2-4 mm,2.4,100.0,2,ST. GEORGE CRATER,,True,1,1,False,,False,False,False,False
15214,Apollo 15,Soil,4-10 mm,0.2,70.0,2,ST. GEORGE CRATER,,True,1,1,False,,False,False,False,False
15220,Apollo 15,Soil,Unsieved,160.5,100.0,2,ST. GEORGE CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15221,Apollo 15,Soil,<1 mm,290.0,87.993,2,ST. GEORGE CRATER,,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/15221.pdf,True,False,False,False
15222,Apollo 15,Soil,1-2 mm,2.4,65.417,2,ST. GEORGE CRATER,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15223,Apollo 15,Soil,2-4 mm,5.8,64.862,2,ST. GEORGE CRATER,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
15224,Apollo 15,Soil,4-10 mm,7.0,68.971,2,ST. GEORGE CRATER,,True,9,9,False,,True,False,False,False
15230,Apollo 15,Soil,Unsieved,99.1,100.24,2,ST. GEORGE CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15231,Apollo 15,Soil,<1 mm,233.9,88.503,2,ST. GEORGE CRATER,,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/15231.pdf,True,False,False,False
15232,Apollo 15,Soil,1-2 mm,5.2,69.173,2,ST. GEORGE CRATER,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
15233,Apollo 15,Soil,2-4 mm,3.8,88.95,2,ST. GEORGE CRATER,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15234,Apollo 15,Soil,4-10 mm,1.8,88.39,2,ST. GEORGE CRATER,,True,3,3,False,,True,False,False,False
15240,Apollo 15,Soil,Unsieved,67.1,92.516,6,APPENINE FRONT,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15241,Apollo 15,Soil,<1 mm,197.4,97.067,6,APENNINE FRONT,,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/15241.pdf,True,False,False,False
15242,Apollo 15,Soil,1-2 mm,18.9,100.0,6,APENNINE FRONT,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
15243,Apollo 15,Soil,2-4 mm,31.8,51.025,6,APENNINE FRONT,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
15244,Apollo 15,Soil,4-10 mm,32.6,94.33,6,APENNINE FRONT,,True,7,7,False,,False,False,False,False
15245,Apollo 15,Breccia,Regolith,115.5,91.755,6,APENNINE FRONT,Fragments of regolith breccia & glass,True,58,58,True,https://curator.jsc.nasa.gov/lunar/lsc/15245.pdf,True,False,False,False
15250,Apollo 15,Soil,Unsieved,207.0,98.957,6,APENNINE FRONT,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15251,Apollo 15,Soil,<1 mm,380.9,96.11,6,APENNINE FRONT,,True,11,11,False,,True,False,False,False
15252,Apollo 15,Soil,1-2 mm,8.3,80.723,6,APENNINE FRONT,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
15253,Apollo 15,Soil,2-4 mm,4.0,100.0,6,APENNINE FRONT,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
15254,Apollo 15,Soil,4-10 mm,1.2,100.0,6,APENNINE FRONT,,True,4,3,False,,False,False,False,False
15255,Apollo 15,Breccia,Regolith,240.4,88.378,6,APENNINE FRONT,Glass-coated,True,67,67,True,https://curator.jsc.nasa.gov/lunar/lsc/15255.pdf,True,False,False,False
15256,Apollo 15,Basalt,Olivine,201.0,85.931,6,APENNINE FRONT,"Shock-melted ol-norm mare basalt (breccia?), one of a kind",True,80,80,False,,True,False,False,False
15257,Apollo 15,Breccia,Regolith,22.5,97.796,6,APENNINE FRONT,Glass-coated,True,12,12,False,,True,False,False,False
15259,Apollo 15,Breccia,Regolith,0.7,100.0,6,APENNINE FRONT,,True,4,4,False,,False,False,False,False
15260,Apollo 15,Soil,Unsieved,172.2,96.426,6,APPENINE FRONT,"Fines, Unsieved",False,0,0,False,,False,False,False,False
15261,Apollo 15,Soil,<1 mm,416.6,89.671,6,APENNINE FRONT,,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/15261.pdf,True,False,False,False
15262,Apollo 15,Soil,1-2 mm,9.0,87.667,6,APENNINE FRONT,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
